id,sitio,fecha,refugios,tratamiento,individuo,edad,ubicacion,id2,hobotc,idhobo,hobota,hora,pipf,peso,peso_1,peso1,peso2,pesosuma,actividad,horarios,medicont,tiempo,exacta,variacion,perdida,restante,perdida2,restante2,suma
142,Conservado,22/09/2019,Base de árbol,B,16,Adulto,Adulto interior,Adulto 4,115,115CBAA4,560,10:30,,121.09,122.02,120.93,1.09,122.02,Alta,10:30 a. m. a 12:30 p. m.,G,E,G,-0.893296181,0.893296181,99.10670382,0.01,0.99,1
143,Conservado,22/09/2019,Base de árbol,B,16,Adulto,Adulto interior,Adulto 4,115,115CBAA4,560,12:30,,120.93,122.02,120.74,1.28,122.02,Baja,12:30 p. m. a 03:30 p. m.,H,F,H,-1.049008359,1.049008359,98.95099164,0.01,0.99,1
145,Conservado,22/07/2019,"Madrigueras (Hoyos, bajo rocas)",C,17,Juvenil,Juvenil interior,Juvenil 1,119,119CBRJ1,556,21:30,PI,41.29,41.29,41.05,0.24,41.29,Alta,09:30 p. m. a 12:30 a. m.,A,A,A,-0.581254541,0.581254541,99.41874546,0.01,0.99,1
146,Conservado,22/07/2019,"Madrigueras (Hoyos, bajo rocas)",C,17,Juvenil,Juvenil interior,Juvenil 1,119,119CBRJ1,556,00:30,,41.05,41.29,40.05,1.24,41.29,Baja,12:30 a. m. a 04:30 a. m.,B,B,B,-3.003148462,3.003148462,96.99685154,0.03,0.97,1
147,Conservado,22/07/2019,"Madrigueras (Hoyos, bajo rocas)",C,17,Juvenil,Juvenil interior,Juvenil 1,119,119CBRJ1,556,04:30,,40.05,41.29,40.58,0.71,41.29,Baja,04:30 a. m. a 08:30 a. m.,C,C,C,-1.719544684,1.719544684,98.28045532,0.02,0.98,1
148,Conservado,22/07/2019,"Madrigueras (Hoyos, bajo rocas)",C,17,Juvenil,Juvenil interior,Juvenil 1,119,119CBRJ1,556,08:30,,40.58,41.29,40.95,0.34,41.29,Alta,08:30 a. m. a 10:30 a. m.,D,D,D,-0.823443933,0.823443933,99.17655607,0.01,0.99,1
149,Conservado,22/07/2019,"Madrigueras (Hoyos, bajo rocas)",C,17,Juvenil,Juvenil interior,Juvenil 1,119,119CBRJ1,556,10:30,,40.95,41.29,40.96,0.33,41.29,Alta,10:30 a. m. a 12:30 p. m.,E,E,E,-0.799224994,0.799224994,99.20077501,0.01,0.99,1
150,Conservado,22/07/2019,"Madrigueras (Hoyos, bajo rocas)",C,17,Juvenil,Juvenil interior,Juvenil 1,119,119CBRJ1,556,12:30,,40.96,41.29,40.65,0.64,41.29,Baja,12:30 p. m. a 03:30 p. m.,F,F,F,-1.550012109,1.550012109,98.44998789,0.02,0.98,1
151,Conservado,22/07/2019,"Madrigueras (Hoyos, bajo rocas)",C,17,Juvenil,Juvenil interior,Juvenil 1,119,119CBRJ1,556,15:30,,40.65,41.29,40.46,0.83,41.29,Baja,03:30 p. m. a 06:30 p. m.,G,G,G,-2.010171954,2.010171954,97.98982805,0.02,0.98,1
152,Conservado,22/07/2019,"Madrigueras (Hoyos, bajo rocas)",C,17,Juvenil,Juvenil interior,Juvenil 1,119,119CBRJ1,556,18:30,,40.46,41.29,40.82,0.47,41.29,Alta,06:30 p. m. a 09:30 p. m.,H,H,H,-1.138290143,1.138290143,98.86170986,0.01,0.99,1
156,Conservado,22/07/2019,"Madrigueras (Hoyos, bajo rocas)",C,18,Adulto,Adulto interior,Adulto 1,119,119CBRA1,556,04:30,,126.99,127.2,125.85,1.35,127.2,Baja,04:30 a. m. a 08:30 a. m.,C,C,C,-1.061320755,1.061320755,98.93867925,0.01,0.99,1
165,Conservado,22/07/2019,"Madrigueras (Hoyos, bajo rocas)",C,19,Juvenil,Juvenil interior,Juvenil 2,112,112CBRJ2,556,04:30,,40.91,40.91,38.72,2.19,40.91,Baja,04:30 a. m. a 08:30 a. m.,C,C,A,-5.353214373,5.353214373,94.64678563,0.05,0.95,1
166,Conservado,22/07/2019,"Madrigueras (Hoyos, bajo rocas)",C,19,Juvenil,Juvenil interior,Juvenil 2,112,112CBRJ2,556,08:30,,38.72,40.91,38.99,1.92,40.91,Alta,08:30 a. m. a 10:30 a. m.,D,D,B,-4.693229039,4.693229039,95.30677096,0.05,0.95,1
167,Conservado,22/07/2019,"Madrigueras (Hoyos, bajo rocas)",C,19,Juvenil,Juvenil interior,Juvenil 2,112,112CBRJ2,556,10:30,,38.99,40.91,39.03,1.88,40.91,Alta,10:30 a. m. a 12:30 p. m.,E,E,C,-4.595453434,4.595453434,95.40454657,0.05,0.95,1
168,Conservado,22/07/2019,"Madrigueras (Hoyos, bajo rocas)",C,19,Juvenil,Juvenil interior,Juvenil 2,112,112CBRJ2,556,12:30,,39.03,40.91,38.78,2.13,40.91,Baja,12:30 p. m. a 03:30 p. m.,F,F,D,-5.206550966,5.206550966,94.79344903,0.05,0.95,1
169,Conservado,22/07/2019,"Madrigueras (Hoyos, bajo rocas)",C,19,Juvenil,Juvenil interior,Juvenil 2,112,112CBRJ2,556,15:30,,38.78,40.91,38.55,2.36,40.91,Baja,03:30 p. m. a 06:30 p. m.,G,G,E,-5.768760694,5.768760694,94.23123931,0.06,0.94,1
170,Conservado,22/07/2019,"Madrigueras (Hoyos, bajo rocas)",C,19,Juvenil,Juvenil interior,Juvenil 2,112,112CBRJ2,556,18:30,,38.55,40.91,39.01,1.9,40.91,Alta,06:30 p. m. a 09:30 p. m.,H,H,F,-4.644341237,4.644341237,95.35565876,0.05,0.95,1
174,Conservado,22/07/2019,"Madrigueras (Hoyos, bajo rocas)",C,20,Adulto,Adulto interior,Adulto 2,112,112CBRA2,556,04:30,,121.73,122.1,120.58,1.52,122.1,Baja,04:30 a. m. a 08:30 a. m.,C,C,C,-1.244881245,1.244881245,98.75511876,0.01,0.99,1
175,Conservado,22/07/2019,"Madrigueras (Hoyos, bajo rocas)",C,20,Adulto,Adulto interior,Adulto 2,112,112CBRA2,556,08:30,,120.58,122.1,120.9,1.2,122.1,Alta,08:30 a. m. a 10:30 a. m.,D,D,D,-0.982800983,0.982800983,99.01719902,0.01,0.99,1
176,Conservado,22/07/2019,"Madrigueras (Hoyos, bajo rocas)",C,20,Adulto,Adulto interior,Adulto 2,112,112CBRA2,556,10:30,,120.9,122.1,121.14,0.96,122.1,Alta,10:30 a. m. a 12:30 p. m.,E,E,E,-0.786240786,0.786240786,99.21375921,0.01,0.99,1
177,Conservado,22/07/2019,"Madrigueras (Hoyos, bajo rocas)",C,20,Adulto,Adulto interior,Adulto 2,112,112CBRA2,556,12:30,,121.14,122.1,120.73,1.37,122.1,Baja,12:30 p. m. a 03:30 p. m.,F,F,F,-1.122031122,1.122031122,98.87796888,0.01,0.99,1
178,Conservado,22/07/2019,"Madrigueras (Hoyos, bajo rocas)",C,20,Adulto,Adulto interior,Adulto 2,112,112CBRA2,556,15:30,,120.73,122.1,120.12,1.98,122.1,Baja,03:30 p. m. a 06:30 p. m.,G,G,G,-1.621621622,1.621621622,98.37837838,0.02,0.98,1
179,Conservado,22/07/2019,"Madrigueras (Hoyos, bajo rocas)",C,20,Adulto,Adulto interior,Adulto 2,112,112CBRA2,556,18:30,,120.12,122.1,120.21,1.89,122.1,Alta,06:30 p. m. a 09:30 p. m.,H,H,H,-1.547911548,1.547911548,98.45208845,0.02,0.98,1
181,Conservado,22/07/2019,"Madrigueras (Hoyos, bajo rocas)",C,21,Juvenil,Juvenil interior,Juvenil 3,111,111CMHJ3,558,21:30,PI,36.29,36.29,34.95,1.34,36.29,Alta,09:30 p. m. a 12:30 a. m.,A,A,A,-3.692477266,3.692477266,96.30752273,0.04,0.96,1
182,Conservado,22/07/2019,"Madrigueras (Hoyos, bajo rocas)",C,21,Juvenil,Juvenil interior,Juvenil 3,111,111CMHJ3,558,00:30,,34.95,36.29,33.83,2.46,36.29,Baja,12:30 a. m. a 04:30 a. m.,B,B,B,-6.778726922,6.778726922,93.22127308,0.07,0.93,1
183,Conservado,22/07/2019,"Madrigueras (Hoyos, bajo rocas)",C,21,Juvenil,Juvenil interior,Juvenil 3,111,111CMHJ3,558,04:30,,33.83,36.29,33.54,2.75,36.29,Baja,04:30 a. m. a 08:30 a. m.,C,C,C,-7.577845136,7.577845136,92.42215486,0.08,0.92,1
184,Conservado,22/07/2019,"Madrigueras (Hoyos, bajo rocas)",C,21,Juvenil,Juvenil interior,Juvenil 3,111,111CMHJ3,558,08:30,,33.54,36.29,33.49,2.8,36.29,Alta,08:30 a. m. a 10:30 a. m.,D,D,D,-7.715624139,7.715624139,92.28437586,0.08,0.92,1
185,Conservado,22/07/2019,"Madrigueras (Hoyos, bajo rocas)",C,21,Juvenil,Juvenil interior,Juvenil 3,111,111CMHJ3,558,10:30,,33.49,36.29,34.6,1.69,36.29,Alta,10:30 a. m. a 12:30 p. m.,E,E,E,-4.656930284,4.656930284,95.34306972,0.05,0.95,1
186,Conservado,22/07/2019,"Madrigueras (Hoyos, bajo rocas)",C,21,Juvenil,Juvenil interior,Juvenil 3,111,111CMHJ3,558,12:30,,34.6,36.29,33.42,2.87,36.29,Baja,12:30 p. m. a 03:30 p. m.,F,F,F,-7.908514742,7.908514742,92.09148526,0.08,0.92,1
187,Conservado,22/07/2019,"Madrigueras (Hoyos, bajo rocas)",C,21,Juvenil,Juvenil interior,Juvenil 3,111,111CMHJ3,558,15:30,,33.42,36.29,33.11,3.18,36.29,Baja,03:30 p. m. a 06:30 p. m.,G,G,G,-8.762744558,8.762744558,91.23725544,0.09,0.91,1
188,Conservado,22/07/2019,"Madrigueras (Hoyos, bajo rocas)",C,21,Juvenil,Juvenil interior,Juvenil 3,111,111CMHJ3,558,18:30,,33.11,36.29,33.54,2.75,36.29,Alta,06:30 p. m. a 09:30 p. m.,H,H,H,-7.577845136,7.577845136,92.42215486,0.08,0.92,1
191,Conservado,22/07/2019,"Madrigueras (Hoyos, bajo rocas)",C,22,Adulto,Adulto interior,Adulto 3,111,111CMHA3,558,00:30,,119.86,120.12,118.82,1.3,120.12,Baja,12:30 a. m. a 04:30 a. m.,B,B,B,-1.082251082,1.082251082,98.91774892,0.01,0.99,1
192,Conservado,22/07/2019,"Madrigueras (Hoyos, bajo rocas)",C,22,Adulto,Adulto interior,Adulto 3,111,111CMHA3,558,04:30,,118.82,120.12,118.01,2.11,120.12,Baja,04:30 a. m. a 08:30 a. m.,C,C,C,-1.756576757,1.756576757,98.24342324,0.02,0.98,1
193,Conservado,22/07/2019,"Madrigueras (Hoyos, bajo rocas)",C,22,Adulto,Adulto interior,Adulto 3,111,111CMHA3,558,08:30,,118.01,120.12,119.24,0.88,120.12,Alta,08:30 a. m. a 10:30 a. m.,D,D,D,-0.732600733,0.732600733,99.26739927,0.01,0.99,1
194,Conservado,22/07/2019,"Madrigueras (Hoyos, bajo rocas)",C,22,Adulto,Adulto interior,Adulto 3,111,111CMHA3,558,10:30,,119.24,120.12,117.36,2.76,120.12,Alta,10:30 a. m. a 12:30 p. m.,E,E,E,-2.297702298,2.297702298,97.7022977,0.02,0.98,1
195,Conservado,22/07/2019,"Madrigueras (Hoyos, bajo rocas)",C,22,Adulto,Adulto interior,Adulto 3,111,111CMHA3,558,12:30,,117.36,120.12,114.11,6.01,120.12,Baja,12:30 p. m. a 03:30 p. m.,F,F,F,-5.003330003,5.003330003,94.99667,0.05,0.95,1
196,Conservado,22/07/2019,"Madrigueras (Hoyos, bajo rocas)",C,22,Adulto,Adulto interior,Adulto 3,111,111CMHA3,558,15:30,,114.11,120.12,115.57,4.55,120.12,Baja,03:30 p. m. a 06:30 p. m.,G,G,G,-3.787878788,3.787878788,96.21212121,0.04,0.96,1
197,Conservado,22/07/2019,"Madrigueras (Hoyos, bajo rocas)",C,22,Adulto,Adulto interior,Adulto 3,111,111CMHA3,558,18:30,,115.57,120.12,114.61,5.51,120.12,Alta,06:30 p. m. a 09:30 p. m.,H,H,H,-4.587079587,4.587079587,95.41292041,0.05,0.95,1
199,Conservado,22/07/2019,"Madrigueras (Hoyos, bajo rocas)",C,23,Juvenil,Juvenil interior,Juvenil 4,121,121CMHJ4,558,21:30,PI,44.24,44.24,41.16,3.08,44.24,Alta,09:30 p. m. a 12:30 a. m.,A,A,A,-6.962025316,6.962025316,93.03797468,0.07,0.93,1
200,Conservado,22/07/2019,"Madrigueras (Hoyos, bajo rocas)",C,23,Juvenil,Juvenil interior,Juvenil 4,121,121CMHJ4,558,00:30,,41.16,44.24,41.37,2.87,44.24,Baja,12:30 a. m. a 04:30 a. m.,B,B,B,-6.487341772,6.487341772,93.51265823,0.06,0.94,1
201,Conservado,22/07/2019,"Madrigueras (Hoyos, bajo rocas)",C,23,Juvenil,Juvenil interior,Juvenil 4,121,121CMHJ4,558,04:30,,41.37,44.24,41.14,3.1,44.24,Baja,04:30 a. m. a 08:30 a. m.,C,C,C,-7.007233273,7.007233273,92.99276673,0.07,0.93,1
202,Conservado,22/07/2019,"Madrigueras (Hoyos, bajo rocas)",C,23,Juvenil,Juvenil interior,Juvenil 4,121,121CMHJ4,558,08:30,,41.14,44.24,41.02,3.22,44.24,Alta,08:30 a. m. a 10:30 a. m.,D,D,D,-7.278481013,7.278481013,92.72151899,0.07,0.93,1
203,Conservado,22/07/2019,"Madrigueras (Hoyos, bajo rocas)",C,23,Juvenil,Juvenil interior,Juvenil 4,121,121CMHJ4,558,10:30,,41.02,44.24,41.27,2.97,44.24,Alta,10:30 a. m. a 12:30 p. m.,E,E,E,-6.713381555,6.713381555,93.28661844,0.07,0.93,1
204,Conservado,22/07/2019,"Madrigueras (Hoyos, bajo rocas)",C,23,Juvenil,Juvenil interior,Juvenil 4,121,121CMHJ4,558,12:30,,41.27,44.24,41.16,3.08,44.24,Baja,12:30 p. m. a 03:30 p. m.,F,F,F,-6.962025316,6.962025316,93.03797468,0.07,0.93,1
205,Conservado,22/07/2019,"Madrigueras (Hoyos, bajo rocas)",C,23,Juvenil,Juvenil interior,Juvenil 4,121,121CMHJ4,558,15:30,,41.16,44.24,40.93,3.31,44.24,Baja,03:30 p. m. a 06:30 p. m.,G,G,G,-7.481916817,7.481916817,92.51808318,0.07,0.93,1
206,Conservado,22/07/2019,"Madrigueras (Hoyos, bajo rocas)",C,23,Juvenil,Juvenil interior,Juvenil 4,121,121CMHJ4,558,18:30,,40.93,44.24,41.42,2.82,44.24,Alta,06:30 p. m. a 09:30 p. m.,H,H,H,-6.374321881,6.374321881,93.62567812,0.06,0.94,1
210,Conservado,22/07/2019,"Madrigueras (Hoyos, bajo rocas)",C,24,Adulto,Adulto interior,Adulto 4,121,121CMHA4,558,04:30,,127.45,127.45,126.73,0.72,127.45,Baja,04:30 a. m. a 08:30 a. m.,C,C,A,-0.564927423,0.564927423,99.43507258,0.01,0.99,1
211,Conservado,22/07/2019,"Madrigueras (Hoyos, bajo rocas)",C,24,Adulto,Adulto interior,Adulto 4,121,121CMHA4,558,08:30,,126.73,127.45,126.53,0.92,127.45,Alta,08:30 a. m. a 10:30 a. m.,D,D,B,-0.721851707,0.721851707,99.27814829,0.01,0.99,1
214,Conservado,22/07/2019,"Madrigueras (Hoyos, bajo rocas)",C,24,Adulto,Adulto interior,Adulto 4,121,121CMHA4,558,15:30,,127.16,127.45,126.48,0.97,127.45,Baja,03:30 p. m. a 06:30 p. m.,G,G,E,-0.761082778,0.761082778,99.23891722,0.01,0.99,1
218,Conservado,22/07/2019,Hojarasca ramas,D,25,Juvenil,Juvenil interior,Juvenil 1,122,122CHRJ1,556,00:30,,38.25,38.25,38.04,0.21,38.25,Baja,12:30 a. m. a 04:30 a. m.,B,B,B,-0.549019608,0.549019608,99.45098039,0.01,0.99,1
219,Conservado,22/07/2019,Hojarasca ramas,D,25,Juvenil,Juvenil interior,Juvenil 1,122,122CHRJ1,556,04:30,,38.04,38.25,37.46,0.79,38.25,Baja,04:30 a. m. a 08:30 a. m.,C,C,C,-2.065359477,2.065359477,97.93464052,0.02,0.98,1
220,Conservado,22/07/2019,Hojarasca ramas,D,25,Juvenil,Juvenil interior,Juvenil 1,122,122CHRJ1,556,08:30,,37.46,38.25,37.67,0.58,38.25,Alta,08:30 a. m. a 10:30 a. m.,D,D,D,-1.516339869,1.516339869,98.48366013,0.02,0.98,1
221,Conservado,22/07/2019,Hojarasca ramas,D,25,Juvenil,Juvenil interior,Juvenil 1,122,122CHRJ1,556,10:30,,37.67,38.25,37.59,0.66,38.25,Alta,10:30 a. m. a 12:30 p. m.,E,E,E,-1.725490196,1.725490196,98.2745098,0.02,0.98,1
222,Conservado,22/07/2019,Hojarasca ramas,D,25,Juvenil,Juvenil interior,Juvenil 1,122,122CHRJ1,556,12:30,,37.59,38.25,37.21,1.04,38.25,Baja,12:30 p. m. a 03:30 p. m.,F,F,F,-2.718954248,2.718954248,97.28104575,0.03,0.97,1
223,Conservado,22/07/2019,Hojarasca ramas,D,25,Juvenil,Juvenil interior,Juvenil 1,122,122CHRJ1,556,15:30,,37.21,38.25,36.96,1.29,38.25,Baja,03:30 p. m. a 06:30 p. m.,G,G,G,-3.37254902,3.37254902,96.62745098,0.03,0.97,1
224,Conservado,22/07/2019,Hojarasca ramas,D,25,Juvenil,Juvenil interior,Juvenil 1,122,122CHRJ1,556,18:30,,36.96,38.25,37.25,1,38.25,Alta,06:30 p. m. a 09:30 p. m.,H,H,H,-2.614379085,2.614379085,97.38562092,0.03,0.97,1
228,Conservado,22/07/2019,Hojarasca ramas,D,26,Adulto,Adulto interior,Adulto 1,122,122CHRA1,556,04:30,,115.09,115.22,113.71,1.51,115.22,Baja,04:30 a. m. a 08:30 a. m.,C,C,C,-1.310536365,1.310536365,98.68946363,0.01,0.99,1
229,Conservado,22/07/2019,Hojarasca ramas,D,26,Adulto,Adulto interior,Adulto 1,122,122CHRA1,556,08:30,,113.71,115.22,114.42,0.8,115.22,Alta,08:30 a. m. a 10:30 a. m.,D,D,D,-0.694323902,0.694323902,99.3056761,0.01,0.99,1
230,Conservado,22/07/2019,Hojarasca ramas,D,26,Adulto,Adulto interior,Adulto 1,122,122CHRA1,556,10:30,,114.42,115.22,114.42,0.8,115.22,Alta,10:30 a. m. a 12:30 p. m.,E,E,E,-0.694323902,0.694323902,99.3056761,0.01,0.99,1
231,Conservado,22/07/2019,Hojarasca ramas,D,26,Adulto,Adulto interior,Adulto 1,122,122CHRA1,556,12:30,,114.42,115.22,113.49,1.73,115.22,Baja,12:30 p. m. a 03:30 p. m.,F,F,F,-1.501475438,1.501475438,98.49852456,0.02,0.98,1
232,Conservado,22/07/2019,Hojarasca ramas,D,26,Adulto,Adulto interior,Adulto 1,122,122CHRA1,556,15:30,,113.49,115.22,112.62,2.6,115.22,Baja,03:30 p. m. a 06:30 p. m.,G,G,G,-2.256552682,2.256552682,97.74344732,0.02,0.98,1
233,Conservado,22/07/2019,Hojarasca ramas,D,26,Adulto,Adulto interior,Adulto 1,122,122CHRA1,556,18:30,,112.62,115.22,113.63,1.59,115.22,Alta,06:30 p. m. a 09:30 p. m.,H,H,H,-1.379968755,1.379968755,98.62003124,0.01,0.99,1
236,Conservado,22/09/2019,Hojarasca ramas,D,27,Juvenil,Juvenil interior,Juvenil 2,122,122CHRJ2,562,18:30,,34.18,34.32,34.09,0.23,34.32,Alta,06:30 p. m. a 09:30 p. m.,B,H,B,-0.67016317,0.67016317,99.32983683,0.01,0.99,1
237,Conservado,22/09/2019,Hojarasca ramas,D,27,Juvenil,Juvenil interior,Juvenil 2,122,122CHRJ2,562,21:30,,34.09,34.32,34.04,0.28,34.32,Alta,09:30 p. m. a 12:30 a. m.,C,A,C,-0.815850816,0.815850816,99.18414918,0.01,0.99,1
238,Conservado,22/09/2019,Hojarasca ramas,D,27,Juvenil,Juvenil interior,Juvenil 2,122,122CHRJ2,562,00:30,,34.04,34.32,34,0.32,34.32,Baja,12:30 a. m. a 04:30 a. m.,D,B,D,-0.932400932,0.932400932,99.06759907,0.01,0.99,1
239,Conservado,22/09/2019,Hojarasca ramas,D,27,Juvenil,Juvenil interior,Juvenil 2,122,122CHRJ2,562,04:30,,34,34.32,34.11,0.21,34.32,Baja,04:30 a. m. a 08:30 a. m.,E,C,E,-0.611888112,0.611888112,99.38811189,0.01,0.99,1
240,Conservado,22/09/2019,Hojarasca ramas,D,27,Juvenil,Juvenil interior,Juvenil 2,122,122CHRJ2,562,08:30,,34.11,34.32,34.03,0.29,34.32,Alta,08:30 a. m. a 10:30 a. m.,F,D,F,-0.844988345,0.844988345,99.15501166,0.01,0.99,1
241,Conservado,22/09/2019,Hojarasca ramas,D,27,Juvenil,Juvenil interior,Juvenil 2,122,122CHRJ2,562,10:30,,34.03,34.32,33.97,0.35,34.32,Alta,10:30 a. m. a 12:30 p. m.,G,E,G,-1.01981352,1.01981352,98.98018648,0.01,0.99,1
242,Conservado,22/09/2019,Hojarasca ramas,D,27,Juvenil,Juvenil interior,Juvenil 2,122,122CHRJ2,562,12:30,,33.97,34.32,33.94,0.38,34.32,Baja,12:30 p. m. a 03:30 p. m.,H,F,H,-1.107226107,1.107226107,98.89277389,0.01,0.99,1
244,Conservado,22/09/2019,Hojarasca ramas,D,28,Adulto,Adulto interior,Adulto 2,122,122CHRA2,562,15:30,PI,121.63,121.63,120.43,1.2,121.63,Baja,03:30 p. m. a 06:30 p. m.,A,G,A,-0.986598701,0.986598701,99.0134013,0.01,0.99,1
245,Conservado,22/09/2019,Hojarasca ramas,D,28,Adulto,Adulto interior,Adulto 2,122,122CHRA2,562,18:30,,120.43,121.63,120.74,0.89,121.63,Alta,06:30 p. m. a 09:30 p. m.,B,H,B,-0.73172737,0.73172737,99.26827263,0.01,0.99,1
246,Conservado,22/09/2019,Hojarasca ramas,D,28,Adulto,Adulto interior,Adulto 2,122,122CHRA2,562,21:30,,120.74,121.63,120.58,1.05,121.63,Alta,09:30 p. m. a 12:30 a. m.,C,A,C,-0.863273863,0.863273863,99.13672614,0.01,0.99,1
247,Conservado,22/09/2019,Hojarasca ramas,D,28,Adulto,Adulto interior,Adulto 2,122,122CHRA2,562,00:30,,120.58,121.63,120.34,1.29,121.63,Baja,12:30 a. m. a 04:30 a. m.,D,B,D,-1.060593604,1.060593604,98.9394064,0.01,0.99,1
248,Conservado,22/09/2019,Hojarasca ramas,D,28,Adulto,Adulto interior,Adulto 2,122,122CHRA2,562,04:30,,120.34,121.63,120.37,1.26,121.63,Baja,04:30 a. m. a 08:30 a. m.,E,C,E,-1.035928636,1.035928636,98.96407136,0.01,0.99,1
249,Conservado,22/09/2019,Hojarasca ramas,D,28,Adulto,Adulto interior,Adulto 2,122,122CHRA2,562,08:30,,120.37,121.63,120.33,1.3,121.63,Alta,08:30 a. m. a 10:30 a. m.,F,D,F,-1.068815259,1.068815259,98.93118474,0.01,0.99,1
250,Conservado,22/09/2019,Hojarasca ramas,D,28,Adulto,Adulto interior,Adulto 2,122,122CHRA2,562,10:30,,120.33,121.63,120.31,1.32,121.63,Alta,10:30 a. m. a 12:30 p. m.,G,E,G,-1.085258571,1.085258571,98.91474143,0.01,0.99,1
251,Conservado,22/09/2019,Hojarasca ramas,D,28,Adulto,Adulto interior,Adulto 2,122,122CHRA2,562,12:30,,120.31,121.63,120.2,1.43,121.63,Baja,12:30 p. m. a 03:30 p. m.,H,F,H,-1.175696785,1.175696785,98.82430321,0.01,0.99,1
254,Conservado,22/09/2019,Hojarasca ramas,D,29,Juvenil,Juvenil interior,Juvenil 3,112,112CHRJ3,551,18:30,,41.55,41.73,41.48,0.25,41.73,Alta,06:30 p. m. a 09:30 p. m.,B,H,B,-0.599089384,0.599089384,99.40091062,0.01,0.99,1
255,Conservado,22/09/2019,Hojarasca ramas,D,29,Juvenil,Juvenil interior,Juvenil 3,112,112CHRJ3,551,21:30,,41.48,41.73,41.4,0.33,41.73,Alta,09:30 p. m. a 12:30 a. m.,C,A,C,-0.790797987,0.790797987,99.20920201,0.01,0.99,1
256,Conservado,22/09/2019,Hojarasca ramas,D,29,Juvenil,Juvenil interior,Juvenil 3,112,112CHRJ3,551,00:30,,41.4,41.73,41.28,0.45,41.73,Baja,12:30 a. m. a 04:30 a. m.,D,B,D,-1.078360891,1.078360891,98.92163911,0.01,0.99,1
257,Conservado,22/09/2019,Hojarasca ramas,D,29,Juvenil,Juvenil interior,Juvenil 3,112,112CHRJ3,551,04:30,,41.28,41.73,41.26,0.47,41.73,Baja,04:30 a. m. a 08:30 a. m.,E,C,E,-1.126288042,1.126288042,98.87371196,0.01,0.99,1
258,Conservado,22/09/2019,Hojarasca ramas,D,29,Juvenil,Juvenil interior,Juvenil 3,112,112CHRJ3,551,08:30,,41.26,41.73,41.22,0.51,41.73,Alta,08:30 a. m. a 10:30 a. m.,F,D,F,-1.222142344,1.222142344,98.77785766,0.01,0.99,1
259,Conservado,22/09/2019,Hojarasca ramas,D,29,Juvenil,Juvenil interior,Juvenil 3,112,112CHRJ3,551,10:30,,41.22,41.73,41.17,0.56,41.73,Alta,10:30 a. m. a 12:30 p. m.,G,E,G,-1.34196022,1.34196022,98.65803978,0.01,0.99,1
260,Conservado,22/09/2019,Hojarasca ramas,D,29,Juvenil,Juvenil interior,Juvenil 3,112,112CHRJ3,551,12:30,,41.17,41.73,41.14,0.59,41.73,Baja,12:30 p. m. a 03:30 p. m.,H,F,H,-1.413850947,1.413850947,98.58614905,0.01,0.99,1
264,Conservado,22/09/2019,Hojarasca ramas,D,30,Adulto,Adulto interior,Adulto 3,112,112CHRA3,551,21:30,,120.39,120.9,120.19,0.71,120.9,Alta,09:30 p. m. a 12:30 a. m.,C,A,C,-0.5872622,0.5872622,99.4127378,0.01,0.99,1
265,Conservado,22/09/2019,Hojarasca ramas,D,30,Adulto,Adulto interior,Adulto 3,112,112CHRA3,551,00:30,,120.19,120.9,120.01,0.89,120.9,Baja,12:30 a. m. a 04:30 a. m.,D,B,D,-0.736145575,0.736145575,99.26385443,0.01,0.99,1
266,Conservado,22/09/2019,Hojarasca ramas,D,30,Adulto,Adulto interior,Adulto 3,112,112CHRA3,551,04:30,,120.01,120.9,120.09,0.81,120.9,Baja,04:30 a. m. a 08:30 a. m.,E,C,E,-0.669975186,0.669975186,99.33002481,0.01,0.99,1
267,Conservado,22/09/2019,Hojarasca ramas,D,30,Adulto,Adulto interior,Adulto 3,112,112CHRA3,551,08:30,,120.09,120.9,120.03,0.87,120.9,Alta,08:30 a. m. a 10:30 a. m.,F,D,F,-0.719602978,0.719602978,99.28039702,0.01,0.99,1
268,Conservado,22/09/2019,Hojarasca ramas,D,30,Adulto,Adulto interior,Adulto 3,112,112CHRA3,551,10:30,,120.03,120.9,119.94,0.96,120.9,Alta,10:30 a. m. a 12:30 p. m.,G,E,G,-0.794044665,0.794044665,99.20595533,0.01,0.99,1
269,Conservado,22/09/2019,Hojarasca ramas,D,30,Adulto,Adulto interior,Adulto 3,112,112CHRA3,551,12:30,,119.94,120.9,119.9,1,120.9,Baja,12:30 p. m. a 03:30 p. m.,H,F,H,-0.827129859,0.827129859,99.17287014,0.01,0.99,1
272,Conservado,22/09/2019,Hojarasca ramas,D,31,Juvenil,Juvenil interior,Juvenil 4,116,116CHRJ4,552,18:30,,40.13,40.31,39.98,0.33,40.31,Alta,06:30 p. m. a 09:30 p. m.,B,H,B,-0.81865542,0.81865542,99.18134458,0.01,0.99,1
273,Conservado,22/09/2019,Hojarasca ramas,D,31,Juvenil,Juvenil interior,Juvenil 4,116,116CHRJ4,552,21:30,,39.98,40.31,39.9,0.41,40.31,Alta,09:30 p. m. a 12:30 a. m.,C,A,C,-1.017117341,1.017117341,98.98288266,0.01,0.99,1
