id,sitio,fecha,refugios,tratamiento,individuo,edad,ubicacion,id2,hobotc,idhobo,hobota,hora,pipf,peso,peso_1,peso1,peso2,pesosuma,actividad,horarios,medicont,tiempo,exacta,variacion,perdida,restante,logperdida
127,Conservado,22/09/2019,Base de árbol,B,15,Juvenil,Juvenil interior,Juvenil 4,115,115CBAJ4,560,15:30,PI,36.95,36.95,36.82,0.13,36.95,Baja,03:30 p. m. a 06:30 p. m.,A,G,A,-0.351826793,0.351826793,99.64817321,-0.45367109
128,Conservado,22/09/2019,Base de árbol,B,15,Juvenil,Juvenil interior,Juvenil 4,115,115CBAJ4,560,18:30,,36.82,36.95,36.7,0.25,36.95,Alta,06:30 p. m. a 09:30 p. m.,B,H,B,-0.676589986,0.676589986,99.32341001,-0.169674434
129,Conservado,22/09/2019,Base de árbol,B,15,Juvenil,Juvenil interior,Juvenil 4,115,115CBAJ4,560,21:30,,36.7,36.95,36.61,0.34,36.95,Alta,09:30 p. m. a 12:30 a. m.,C,A,C,-0.920162382,0.920162382,99.07983762,-0.036135525
130,Conservado,22/09/2019,Base de árbol,B,15,Juvenil,Juvenil interior,Juvenil 4,115,115CBAJ4,560,00:30,,36.61,36.95,36.51,0.44,36.95,Baja,12:30 a. m. a 04:30 a. m.,D,B,D,-1.190798376,1.190798376,98.80920162,0.075838234
131,Conservado,22/09/2019,Base de árbol,B,15,Juvenil,Juvenil interior,Juvenil 4,115,115CBAJ4,560,04:30,,36.51,36.95,36.47,0.48,36.95,Baja,04:30 a. m. a 08:30 a. m.,E,C,E,-1.299052774,1.299052774,98.70094723,0.113626795
132,Conservado,22/09/2019,Base de árbol,B,15,Juvenil,Juvenil interior,Juvenil 4,115,115CBAJ4,560,08:30,,36.47,36.95,36.41,0.54,36.95,Alta,08:30 a. m. a 10:30 a. m.,F,D,F,-1.461434371,1.461434371,98.53856563,0.164779317
133,Conservado,22/09/2019,Base de árbol,B,15,Juvenil,Juvenil interior,Juvenil 4,115,115CBAJ4,560,10:30,,36.41,36.95,36.33,0.62,36.95,Alta,10:30 a. m. a 12:30 p. m.,G,E,G,-1.677943166,1.677943166,98.32205683,0.224777247
134,Conservado,22/09/2019,Base de árbol,B,15,Juvenil,Juvenil interior,Juvenil 4,115,115CBAJ4,560,12:30,,36.33,36.95,36.26,0.69,36.95,Baja,12:30 p. m. a 03:30 p. m.,H,F,H,-1.867388363,1.867388363,98.13261164,0.271234648
136,Conservado,22/09/2019,Base de árbol,B,16,Adulto,Adulto interior,Adulto 4,115,115CBAA4,560,15:30,PI,122.02,122.02,121.89,0.13,122.02,Baja,03:30 p. m. a 06:30 p. m.,A,G,A,-0.106539911,0.106539911,99.89346009,-0.97248767
137,Conservado,22/09/2019,Base de árbol,B,16,Adulto,Adulto interior,Adulto 4,115,115CBAA4,560,18:30,,121.89,122.02,121.62,0.4,122.02,Alta,06:30 p. m. a 09:30 p. m.,B,H,B,-0.327815112,0.327815112,99.67218489,-0.48437103
138,Conservado,22/09/2019,Base de árbol,B,16,Adulto,Adulto interior,Adulto 4,115,115CBAA4,560,21:30,,121.62,122.02,121.4,0.62,122.02,Alta,09:30 p. m. a 12:30 a. m.,C,A,C,-0.508113424,0.508113424,99.49188658,-0.294039331
139,Conservado,22/09/2019,Base de árbol,B,16,Adulto,Adulto interior,Adulto 4,115,115CBAA4,560,00:30,,121.4,122.02,121.24,0.78,122.02,Baja,12:30 a. m. a 04:30 a. m.,D,B,D,-0.639239469,0.639239469,99.36076053,-0.194336418
140,Conservado,22/09/2019,Base de árbol,B,16,Adulto,Adulto interior,Adulto 4,115,115CBAA4,560,04:30,,121.24,122.02,121.18,0.84,122.02,Baja,04:30 a. m. a 08:30 a. m.,E,C,E,-0.688411736,0.688411736,99.31158826,-0.162151734
141,Conservado,22/09/2019,Base de árbol,B,16,Adulto,Adulto interior,Adulto 4,115,115CBAA4,560,08:30,,121.18,122.02,121.09,0.93,122.02,Alta,08:30 a. m. a 10:30 a. m.,F,D,F,-0.762170136,0.762170136,99.23782986,-0.117948072
142,Conservado,22/09/2019,Base de árbol,B,16,Adulto,Adulto interior,Adulto 4,115,115CBAA4,560,10:30,,121.09,122.02,120.93,1.09,122.02,Alta,10:30 a. m. a 12:30 p. m.,G,E,G,-0.893296181,0.893296181,99.10670382,-0.049004523
143,Conservado,22/09/2019,Base de árbol,B,16,Adulto,Adulto interior,Adulto 4,115,115CBAA4,560,12:30,,120.93,122.02,120.74,1.28,122.02,Baja,12:30 p. m. a 03:30 p. m.,H,F,H,-1.049008359,1.049008359,98.95099164,0.020778949
145,Conservado,22/07/2019,"Madrigueras (Hoyos, bajo rocas)",C,17,Juvenil,Juvenil interior,Juvenil 1,119,119CBRJ1,556,21:30,PI,41.29,41.29,41.05,0.24,41.29,Alta,09:30 p. m. a 12:30 a. m.,A,A,A,-0.581254541,0.581254541,99.41874546,-0.235633641
146,Conservado,22/07/2019,"Madrigueras (Hoyos, bajo rocas)",C,17,Juvenil,Juvenil interior,Juvenil 1,119,119CBRJ1,556,00:30,,41.05,41.29,40.05,1.24,41.29,Baja,12:30 a. m. a 04:30 a. m.,B,B,B,-3.003148462,3.003148462,96.99685154,0.477576802
147,Conservado,22/07/2019,"Madrigueras (Hoyos, bajo rocas)",C,17,Juvenil,Juvenil interior,Juvenil 1,119,119CBRJ1,556,04:30,,40.05,41.29,40.58,0.71,41.29,Baja,04:30 a. m. a 08:30 a. m.,C,C,C,-1.719544684,1.719544684,98.28045532,0.235413466
148,Conservado,22/07/2019,"Madrigueras (Hoyos, bajo rocas)",C,17,Juvenil,Juvenil interior,Juvenil 1,119,119CBRJ1,556,08:30,,40.58,41.29,40.95,0.34,41.29,Alta,08:30 a. m. a 10:30 a. m.,D,D,D,-0.823443933,0.823443933,99.17655607,-0.084365966
149,Conservado,22/07/2019,"Madrigueras (Hoyos, bajo rocas)",C,17,Juvenil,Juvenil interior,Juvenil 1,119,119CBRJ1,556,10:30,,40.95,41.29,40.96,0.33,41.29,Alta,10:30 a. m. a 12:30 p. m.,E,E,E,-0.799224994,0.799224994,99.20077501,-0.097330943
150,Conservado,22/07/2019,"Madrigueras (Hoyos, bajo rocas)",C,17,Juvenil,Juvenil interior,Juvenil 1,119,119CBRJ1,556,12:30,,40.96,41.29,40.65,0.64,41.29,Baja,12:30 p. m. a 03:30 p. m.,F,F,F,-1.550012109,1.550012109,98.44998789,0.190335091
151,Conservado,22/07/2019,"Madrigueras (Hoyos, bajo rocas)",C,17,Juvenil,Juvenil interior,Juvenil 1,119,119CBRJ1,556,15:30,,40.65,41.29,40.46,0.83,41.29,Baja,03:30 p. m. a 06:30 p. m.,G,G,G,-2.010171954,2.010171954,97.98982805,0.303233209
152,Conservado,22/07/2019,"Madrigueras (Hoyos, bajo rocas)",C,17,Juvenil,Juvenil interior,Juvenil 1,119,119CBRJ1,556,18:30,,40.46,41.29,40.82,0.47,41.29,Alta,06:30 p. m. a 09:30 p. m.,H,H,H,-1.138290143,1.138290143,98.86170986,0.056252975
154,Conservado,22/07/2019,"Madrigueras (Hoyos, bajo rocas)",C,18,Adulto,Adulto interior,Adulto 1,119,119CBRA1,556,21:30,PI,127.2,127.2,127.2,0,127.2,Alta,09:30 p. m. a 12:30 a. m.,A,A,A,0,0,100,
155,Conservado,22/07/2019,"Madrigueras (Hoyos, bajo rocas)",C,18,Adulto,Adulto interior,Adulto 1,119,119CBRA1,556,00:30,,127.2,127.2,126.99,0.21,127.2,Baja,12:30 a. m. a 04:30 a. m.,B,B,B,-0.16509434,0.16509434,99.83490566,-0.782267816
156,Conservado,22/07/2019,"Madrigueras (Hoyos, bajo rocas)",C,18,Adulto,Adulto interior,Adulto 1,119,119CBRA1,556,04:30,,126.99,127.2,125.85,1.35,127.2,Baja,04:30 a. m. a 08:30 a. m.,C,C,C,-1.061320755,1.061320755,98.93867925,0.025846657
157,Conservado,22/07/2019,"Madrigueras (Hoyos, bajo rocas)",C,18,Adulto,Adulto interior,Adulto 1,119,119CBRA1,556,08:30,,125.85,127.2,126.85,0.35,127.2,Alta,08:30 a. m. a 10:30 a. m.,D,D,D,-0.275157233,0.275157233,99.72484277,-0.560419066
158,Conservado,22/07/2019,"Madrigueras (Hoyos, bajo rocas)",C,18,Adulto,Adulto interior,Adulto 1,119,119CBRA1,556,10:30,,126.85,127.2,127.08,0.12,127.2,Alta,10:30 a. m. a 12:30 p. m.,E,E,E,-0.094339623,0.094339623,99.90566038,-1.025305864
159,Conservado,22/07/2019,"Madrigueras (Hoyos, bajo rocas)",C,18,Adulto,Adulto interior,Adulto 1,119,119CBRA1,556,12:30,,127.08,127.2,127,0.2,127.2,Baja,12:30 p. m. a 03:30 p. m.,F,F,F,-0.157232704,0.157232704,99.8427673,-0.803457117
160,Conservado,22/07/2019,"Madrigueras (Hoyos, bajo rocas)",C,18,Adulto,Adulto interior,Adulto 1,119,119CBRA1,556,15:30,,127,127.2,126.76,0.44,127.2,Baja,03:30 p. m. a 06:30 p. m.,G,G,G,-0.34591195,0.34591195,99.65408805,-0.461034434
165,Conservado,22/07/2019,"Madrigueras (Hoyos, bajo rocas)",C,19,Juvenil,Juvenil interior,Juvenil 2,112,112CBRJ2,556,04:30,,40.91,40.91,38.72,2.19,40.91,Baja,04:30 a. m. a 08:30 a. m.,C,C,A,-5.353214373,5.353214373,94.64678563,0.728614635
166,Conservado,22/07/2019,"Madrigueras (Hoyos, bajo rocas)",C,19,Juvenil,Juvenil interior,Juvenil 2,112,112CBRJ2,556,08:30,,38.72,40.91,38.99,1.92,40.91,Alta,08:30 a. m. a 10:30 a. m.,D,D,B,-4.693229039,4.693229039,95.30677096,0.671471749
167,Conservado,22/07/2019,"Madrigueras (Hoyos, bajo rocas)",C,19,Juvenil,Juvenil interior,Juvenil 2,112,112CBRJ2,556,10:30,,38.99,40.91,39.03,1.88,40.91,Alta,10:30 a. m. a 12:30 p. m.,E,E,C,-4.595453434,4.595453434,95.40454657,0.66232837
168,Conservado,22/07/2019,"Madrigueras (Hoyos, bajo rocas)",C,19,Juvenil,Juvenil interior,Juvenil 2,112,112CBRJ2,556,12:30,,39.03,40.91,38.78,2.13,40.91,Baja,12:30 p. m. a 03:30 p. m.,F,F,D,-5.206550966,5.206550966,94.79344903,0.716550124
169,Conservado,22/07/2019,"Madrigueras (Hoyos, bajo rocas)",C,19,Juvenil,Juvenil interior,Juvenil 2,112,112CBRJ2,556,15:30,,38.78,40.91,38.55,2.36,40.91,Baja,03:30 p. m. a 06:30 p. m.,G,G,E,-5.768760694,5.768760694,94.23123931,0.761082523
170,Conservado,22/07/2019,"Madrigueras (Hoyos, bajo rocas)",C,19,Juvenil,Juvenil interior,Juvenil 2,112,112CBRJ2,556,18:30,,38.55,40.91,39.01,1.9,40.91,Alta,06:30 p. m. a 09:30 p. m.,H,H,F,-4.644341237,4.644341237,95.35565876,0.666924121
172,Conservado,22/07/2019,"Madrigueras (Hoyos, bajo rocas)",C,20,Adulto,Adulto interior,Adulto 2,112,112CBRA2,556,21:30,PI,122.1,122.1,121.83,0.27,122.1,Alta,09:30 p. m. a 12:30 a. m.,A,A,A,-0.221130221,0.221130221,99.77886978,-0.6553519
173,Conservado,22/07/2019,"Madrigueras (Hoyos, bajo rocas)",C,20,Adulto,Adulto interior,Adulto 2,112,112CBRA2,556,00:30,,121.83,122.1,121.73,0.37,122.1,Baja,12:30 a. m. a 04:30 a. m.,B,B,B,-0.303030303,0.303030303,99.6969697,-0.51851394
174,Conservado,22/07/2019,"Madrigueras (Hoyos, bajo rocas)",C,20,Adulto,Adulto interior,Adulto 2,112,112CBRA2,556,04:30,,121.73,122.1,120.58,1.52,122.1,Baja,04:30 a. m. a 08:30 a. m.,C,C,C,-1.244881245,1.244881245,98.75511876,0.095127924
175,Conservado,22/07/2019,"Madrigueras (Hoyos, bajo rocas)",C,20,Adulto,Adulto interior,Adulto 2,112,112CBRA2,556,08:30,,120.58,122.1,120.9,1.2,122.1,Alta,08:30 a. m. a 10:30 a. m.,D,D,D,-0.982800983,0.982800983,99.01719902,-0.007534418
176,Conservado,22/07/2019,"Madrigueras (Hoyos, bajo rocas)",C,20,Adulto,Adulto interior,Adulto 2,112,112CBRA2,556,10:30,,120.9,122.1,121.14,0.96,122.1,Alta,10:30 a. m. a 12:30 p. m.,E,E,E,-0.786240786,0.786240786,99.21375921,-0.104444431
177,Conservado,22/07/2019,"Madrigueras (Hoyos, bajo rocas)",C,20,Adulto,Adulto interior,Adulto 2,112,112CBRA2,556,12:30,,121.14,122.1,120.73,1.37,122.1,Baja,12:30 p. m. a 03:30 p. m.,F,F,F,-1.122031122,1.122031122,98.87796888,0.050004903
178,Conservado,22/07/2019,"Madrigueras (Hoyos, bajo rocas)",C,20,Adulto,Adulto interior,Adulto 2,112,112CBRA2,556,15:30,,120.73,122.1,120.12,1.98,122.1,Baja,03:30 p. m. a 06:30 p. m.,G,G,G,-1.621621622,1.621621622,98.37837838,0.209949526
179,Conservado,22/07/2019,"Madrigueras (Hoyos, bajo rocas)",C,20,Adulto,Adulto interior,Adulto 2,112,112CBRA2,556,18:30,,120.12,122.1,120.21,1.89,122.1,Alta,06:30 p. m. a 09:30 p. m.,H,H,H,-1.547911548,1.547911548,98.45208845,0.18974614
181,Conservado,22/07/2019,"Madrigueras (Hoyos, bajo rocas)",C,21,Juvenil,Juvenil interior,Juvenil 3,111,111CMHJ3,558,21:30,PI,36.29,36.29,34.95,1.34,36.29,Alta,09:30 p. m. a 12:30 a. m.,A,A,A,-3.692477266,3.692477266,96.30752273,0.56731783
182,Conservado,22/07/2019,"Madrigueras (Hoyos, bajo rocas)",C,21,Juvenil,Juvenil interior,Juvenil 3,111,111CMHJ3,558,00:30,,34.95,36.29,33.83,2.46,36.29,Baja,12:30 a. m. a 04:30 a. m.,B,B,B,-6.778726922,6.778726922,93.22127308,0.831148139
183,Conservado,22/07/2019,"Madrigueras (Hoyos, bajo rocas)",C,21,Juvenil,Juvenil interior,Juvenil 3,111,111CMHJ3,558,04:30,,33.83,36.29,33.54,2.75,36.29,Baja,04:30 a. m. a 08:30 a. m.,C,C,C,-7.577845136,7.577845136,92.42215486,0.879545726
184,Conservado,22/07/2019,"Madrigueras (Hoyos, bajo rocas)",C,21,Juvenil,Juvenil interior,Juvenil 3,111,111CMHJ3,558,08:30,,33.54,36.29,33.49,2.8,36.29,Alta,08:30 a. m. a 10:30 a. m.,D,D,D,-7.715624139,7.715624139,92.28437586,0.887371063
185,Conservado,22/07/2019,"Madrigueras (Hoyos, bajo rocas)",C,21,Juvenil,Juvenil interior,Juvenil 3,111,111CMHJ3,558,10:30,,33.49,36.29,34.6,1.69,36.29,Alta,10:30 a. m. a 12:30 p. m.,E,E,E,-4.656930284,4.656930284,95.34306972,0.668099736
186,Conservado,22/07/2019,"Madrigueras (Hoyos, bajo rocas)",C,21,Juvenil,Juvenil interior,Juvenil 3,111,111CMHJ3,558,12:30,,34.6,36.29,33.42,2.87,36.29,Baja,12:30 p. m. a 03:30 p. m.,F,F,F,-7.908514742,7.908514742,92.09148526,0.898094929
187,Conservado,22/07/2019,"Madrigueras (Hoyos, bajo rocas)",C,21,Juvenil,Juvenil interior,Juvenil 3,111,111CMHJ3,558,15:30,,33.42,36.29,33.11,3.18,36.29,Baja,03:30 p. m. a 06:30 p. m.,G,G,G,-8.762744558,8.762744558,91.23725544,0.942640152
188,Conservado,22/07/2019,"Madrigueras (Hoyos, bajo rocas)",C,21,Juvenil,Juvenil interior,Juvenil 3,111,111CMHJ3,558,18:30,,33.11,36.29,33.54,2.75,36.29,Alta,06:30 p. m. a 09:30 p. m.,H,H,H,-7.577845136,7.577845136,92.42215486,0.879545726
190,Conservado,22/07/2019,"Madrigueras (Hoyos, bajo rocas)",C,22,Adulto,Adulto interior,Adulto 3,111,111CMHA3,558,21:30,PI,120.12,120.12,119.86,0.26,120.12,Alta,09:30 p. m. a 12:30 a. m.,A,A,A,-0.216450216,0.216450216,99.78354978,-0.664641976
191,Conservado,22/07/2019,"Madrigueras (Hoyos, bajo rocas)",C,22,Adulto,Adulto interior,Adulto 3,111,111CMHA3,558,00:30,,119.86,120.12,118.82,1.3,120.12,Baja,12:30 a. m. a 04:30 a. m.,B,B,B,-1.082251082,1.082251082,98.91774892,0.034328029
192,Conservado,22/07/2019,"Madrigueras (Hoyos, bajo rocas)",C,22,Adulto,Adulto interior,Adulto 3,111,111CMHA3,558,04:30,,118.82,120.12,118.01,2.11,120.12,Baja,04:30 a. m. a 08:30 a. m.,C,C,C,-1.756576757,1.756576757,98.24342324,0.244667132
193,Conservado,22/07/2019,"Madrigueras (Hoyos, bajo rocas)",C,22,Adulto,Adulto interior,Adulto 3,111,111CMHA3,558,08:30,,118.01,120.12,119.24,0.88,120.12,Alta,08:30 a. m. a 10:30 a. m.,D,D,D,-0.732600733,0.732600733,99.26739927,-0.135132651
194,Conservado,22/07/2019,"Madrigueras (Hoyos, bajo rocas)",C,22,Adulto,Adulto interior,Adulto 3,111,111CMHA3,558,10:30,,119.24,120.12,117.36,2.76,120.12,Alta,10:30 a. m. a 12:30 p. m.,E,E,E,-2.297702298,2.297702298,97.7022977,0.361293759
195,Conservado,22/07/2019,"Madrigueras (Hoyos, bajo rocas)",C,22,Adulto,Adulto interior,Adulto 3,111,111CMHA3,558,12:30,,117.36,120.12,114.11,6.01,120.12,Baja,12:30 p. m. a 03:30 p. m.,F,F,F,-5.003330003,5.003330003,94.99667,0.699259148
196,Conservado,22/07/2019,"Madrigueras (Hoyos, bajo rocas)",C,22,Adulto,Adulto interior,Adulto 3,111,111CMHA3,558,15:30,,114.11,120.12,115.57,4.55,120.12,Baja,03:30 p. m. a 06:30 p. m.,G,G,G,-3.787878788,3.787878788,96.21212121,0.578396073
197,Conservado,22/07/2019,"Madrigueras (Hoyos, bajo rocas)",C,22,Adulto,Adulto interior,Adulto 3,111,111CMHA3,558,18:30,,115.57,120.12,114.61,5.51,120.12,Alta,06:30 p. m. a 09:30 p. m.,H,H,H,-4.587079587,4.587079587,95.41292041,0.661536275
199,Conservado,22/07/2019,"Madrigueras (Hoyos, bajo rocas)",C,23,Juvenil,Juvenil interior,Juvenil 4,121,121CMHJ4,558,21:30,PI,44.24,44.24,41.16,3.08,44.24,Alta,09:30 p. m. a 12:30 a. m.,A,A,A,-6.962025316,6.962025316,93.03797468,0.842735598
200,Conservado,22/07/2019,"Madrigueras (Hoyos, bajo rocas)",C,23,Juvenil,Juvenil interior,Juvenil 4,121,121CMHJ4,558,00:30,,41.16,44.24,41.37,2.87,44.24,Baja,12:30 a. m. a 04:30 a. m.,B,B,B,-6.487341772,6.487341772,93.51265823,0.812066778
201,Conservado,22/07/2019,"Madrigueras (Hoyos, bajo rocas)",C,23,Juvenil,Juvenil interior,Juvenil 4,121,121CMHJ4,558,04:30,,41.37,44.24,41.14,3.1,44.24,Baja,04:30 a. m. a 08:30 a. m.,C,C,C,-7.007233273,7.007233273,92.99276673,0.845546576
202,Conservado,22/07/2019,"Madrigueras (Hoyos, bajo rocas)",C,23,Juvenil,Juvenil interior,Juvenil 4,121,121CMHJ4,558,08:30,,41.14,44.24,41.02,3.22,44.24,Alta,08:30 a. m. a 10:30 a. m.,D,D,D,-7.278481013,7.278481013,92.72151899,0.862040753
203,Conservado,22/07/2019,"Madrigueras (Hoyos, bajo rocas)",C,23,Juvenil,Juvenil interior,Juvenil 4,121,121CMHJ4,558,10:30,,41.02,44.24,41.27,2.97,44.24,Alta,10:30 a. m. a 12:30 p. m.,E,E,E,-6.713381555,6.713381555,93.28661844,0.826941331
204,Conservado,22/07/2019,"Madrigueras (Hoyos, bajo rocas)",C,23,Juvenil,Juvenil interior,Juvenil 4,121,121CMHJ4,558,12:30,,41.27,44.24,41.16,3.08,44.24,Baja,12:30 p. m. a 03:30 p. m.,F,F,F,-6.962025316,6.962025316,93.03797468,0.842735598
205,Conservado,22/07/2019,"Madrigueras (Hoyos, bajo rocas)",C,23,Juvenil,Juvenil interior,Juvenil 4,121,121CMHJ4,558,15:30,,41.16,44.24,40.93,3.31,44.24,Baja,03:30 p. m. a 06:30 p. m.,G,G,G,-7.481916817,7.481916817,92.51808318,0.874012875
206,Conservado,22/07/2019,"Madrigueras (Hoyos, bajo rocas)",C,23,Juvenil,Juvenil interior,Juvenil 4,121,121CMHJ4,558,18:30,,40.93,44.24,41.42,2.82,44.24,Alta,06:30 p. m. a 09:30 p. m.,H,H,H,-6.374321881,6.374321881,93.62567812,0.80443399
210,Conservado,22/07/2019,"Madrigueras (Hoyos, bajo rocas)",C,24,Adulto,Adulto interior,Adulto 4,121,121CMHA4,558,04:30,,127.45,127.45,126.73,0.72,127.45,Baja,04:30 a. m. a 08:30 a. m.,C,C,A,-0.564927423,0.564927423,99.43507258,-0.248007343
211,Conservado,22/07/2019,"Madrigueras (Hoyos, bajo rocas)",C,24,Adulto,Adulto interior,Adulto 4,121,121CMHA4,558,08:30,,126.73,127.45,126.53,0.92,127.45,Alta,08:30 a. m. a 10:30 a. m.,D,D,B,-0.721851707,0.721851707,99.27814829,-0.141552012
212,Conservado,22/07/2019,"Madrigueras (Hoyos, bajo rocas)",C,24,Adulto,Adulto interior,Adulto 4,121,121CMHA4,558,10:30,,126.53,127.45,127.19,0.26,127.45,Alta,10:30 a. m. a 12:30 p. m.,E,E,C,-0.204001569,0.204001569,99.79599843,-0.690366492
213,Conservado,22/07/2019,"Madrigueras (Hoyos, bajo rocas)",C,24,Adulto,Adulto interior,Adulto 4,121,121CMHA4,558,12:30,,127.19,127.45,127.16,0.29,127.45,Baja,12:30 p. m. a 03:30 p. m.,F,F,D,-0.227540212,0.227540212,99.77245979,-0.642941842
214,Conservado,22/07/2019,"Madrigueras (Hoyos, bajo rocas)",C,24,Adulto,Adulto interior,Adulto 4,121,121CMHA4,558,15:30,,127.16,127.45,126.48,0.97,127.45,Baja,03:30 p. m. a 06:30 p. m.,G,G,E,-0.761082778,0.761082778,99.23891722,-0.118568105
215,Conservado,22/07/2019,"Madrigueras (Hoyos, bajo rocas)",C,24,Adulto,Adulto interior,Adulto 4,121,121CMHA4,558,18:30,,126.48,127.45,127.33,0.12,127.45,Alta,06:30 p. m. a 09:30 p. m.,H,H,F,-0.09415457,0.09415457,99.90584543,-1.026158596
218,Conservado,22/07/2019,Hojarasca ramas,D,25,Juvenil,Juvenil interior,Juvenil 1,122,122CHRJ1,556,00:30,,38.25,38.25,38.04,0.21,38.25,Baja,12:30 a. m. a 04:30 a. m.,B,B,B,-0.549019608,0.549019608,99.45098039,-0.260412145
219,Conservado,22/07/2019,Hojarasca ramas,D,25,Juvenil,Juvenil interior,Juvenil 1,122,122CHRJ1,556,04:30,,38.04,38.25,37.46,0.79,38.25,Baja,04:30 a. m. a 08:30 a. m.,C,C,C,-2.065359477,2.065359477,97.93464052,0.314995652
220,Conservado,22/07/2019,Hojarasca ramas,D,25,Juvenil,Juvenil interior,Juvenil 1,122,122CHRJ1,556,08:30,,37.46,38.25,37.67,0.58,38.25,Alta,08:30 a. m. a 10:30 a. m.,D,D,D,-1.516339869,1.516339869,98.48366013,0.180796554
221,Conservado,22/07/2019,Hojarasca ramas,D,25,Juvenil,Juvenil interior,Juvenil 1,122,122CHRJ1,556,10:30,,37.67,38.25,37.59,0.66,38.25,Alta,10:30 a. m. a 12:30 p. m.,E,E,E,-1.725490196,1.725490196,98.2745098,0.236912496
222,Conservado,22/07/2019,Hojarasca ramas,D,25,Juvenil,Juvenil interior,Juvenil 1,122,122CHRJ1,556,12:30,,37.59,38.25,37.21,1.04,38.25,Baja,12:30 p. m. a 03:30 p. m.,F,F,F,-2.718954248,2.718954248,97.28104575,0.4344019
223,Conservado,22/07/2019,Hojarasca ramas,D,25,Juvenil,Juvenil interior,Juvenil 1,122,122CHRJ1,556,15:30,,37.21,38.25,36.96,1.29,38.25,Baja,03:30 p. m. a 06:30 p. m.,G,G,G,-3.37254902,3.37254902,96.62745098,0.527958271
224,Conservado,22/07/2019,Hojarasca ramas,D,25,Juvenil,Juvenil interior,Juvenil 1,122,122CHRJ1,556,18:30,,36.96,38.25,37.25,1,38.25,Alta,06:30 p. m. a 09:30 p. m.,H,H,H,-2.614379085,2.614379085,97.38562092,0.417368561
227,Conservado,22/07/2019,Hojarasca ramas,D,26,Adulto,Adulto interior,Adulto 1,122,122CHRA1,556,00:30,,115.22,115.22,115.09,0.13,115.22,Baja,12:30 a. m. a 04:30 a. m.,B,B,B,-0.112827634,0.112827634,99.88717237,-0.947584519
228,Conservado,22/07/2019,Hojarasca ramas,D,26,Adulto,Adulto interior,Adulto 1,122,122CHRA1,556,04:30,,115.09,115.22,113.71,1.51,115.22,Baja,04:30 a. m. a 08:30 a. m.,C,C,C,-1.310536365,1.310536365,98.68946363,0.117449076
229,Conservado,22/07/2019,Hojarasca ramas,D,26,Adulto,Adulto interior,Adulto 1,122,122CHRA1,556,08:30,,113.71,115.22,114.42,0.8,115.22,Alta,08:30 a. m. a 10:30 a. m.,D,D,D,-0.694323902,0.694323902,99.3056761,-0.158437884
230,Conservado,22/07/2019,Hojarasca ramas,D,26,Adulto,Adulto interior,Adulto 1,122,122CHRA1,556,10:30,,114.42,115.22,114.42,0.8,115.22,Alta,10:30 a. m. a 12:30 p. m.,E,E,E,-0.694323902,0.694323902,99.3056761,-0.158437884
231,Conservado,22/07/2019,Hojarasca ramas,D,26,Adulto,Adulto interior,Adulto 1,122,122CHRA1,556,12:30,,114.42,115.22,113.49,1.73,115.22,Baja,12:30 p. m. a 03:30 p. m.,F,F,F,-1.501475438,1.501475438,98.49852456,0.176518232
232,Conservado,22/07/2019,Hojarasca ramas,D,26,Adulto,Adulto interior,Adulto 1,122,122CHRA1,556,15:30,,113.49,115.22,112.62,2.6,115.22,Baja,03:30 p. m. a 06:30 p. m.,G,G,G,-2.256552682,2.256552682,97.74344732,0.353445477
233,Conservado,22/07/2019,Hojarasca ramas,D,26,Adulto,Adulto interior,Adulto 1,122,122CHRA1,556,18:30,,112.62,115.22,113.63,1.59,115.22,Alta,06:30 p. m. a 09:30 p. m.,H,H,H,-1.379968755,1.379968755,98.62003124,0.139869253
235,Conservado,22/09/2019,Hojarasca ramas,D,27,Juvenil,Juvenil interior,Juvenil 2,122,122CHRJ2,562,15:30,PI,34.32,34.32,34.18,0.14,34.32,Baja,03:30 p. m. a 06:30 p. m.,A,G,A,-0.407925408,0.407925408,99.59207459,-0.389419243
236,Conservado,22/09/2019,Hojarasca ramas,D,27,Juvenil,Juvenil interior,Juvenil 2,122,122CHRJ2,562,18:30,,34.18,34.32,34.09,0.23,34.32,Alta,06:30 p. m. a 09:30 p. m.,B,H,B,-0.67016317,0.67016317,99.32983683,-0.173819443
237,Conservado,22/09/2019,Hojarasca ramas,D,27,Juvenil,Juvenil interior,Juvenil 2,122,122CHRJ2,562,21:30,,34.09,34.32,34.04,0.28,34.32,Alta,09:30 p. m. a 12:30 a. m.,C,A,C,-0.815850816,0.815850816,99.18414918,-0.088389248
238,Conservado,22/09/2019,Hojarasca ramas,D,27,Juvenil,Juvenil interior,Juvenil 2,122,122CHRJ2,562,00:30,,34.04,34.32,34,0.32,34.32,Baja,12:30 a. m. a 04:30 a. m.,D,B,D,-0.932400932,0.932400932,99.06759907,-0.030397301
239,Conservado,22/09/2019,Hojarasca ramas,D,27,Juvenil,Juvenil interior,Juvenil 2,122,122CHRJ2,562,04:30,,34,34.32,34.11,0.21,34.32,Baja,04:30 a. m. a 08:30 a. m.,E,C,E,-0.611888112,0.611888112,99.38811189,-0.213327984
