id,posicion,tank,tratamiento,poza,pool,puesta,clutch,repeticion,estadio,lcu,lco,lt,peso,fecha,medicion,medicion2,semana,dm,muerto,vivo
97,3,C,TEMP-2,11,B,2,B,4,34,10.69,14.97,25.86,0.2,08/03/2023,2,C,1,,0,1
100,3,C,TEMP-2,11,B,2,B,4,33,10.59,14.88,25.42,0.19,08/03/2023,2,C,1,,0,1
98,3,C,TEMP-2,11,B,2,B,4,33,9.71,15.71,24.69,0.18,08/03/2023,2,C,1,,0,1
99,3,C,TEMP-2,11,B,2,B,4,33,9.74,14.04,24.48,0.18,08/03/2023,2,C,1,,0,1
100,3,C,TEMP-2,11,B,2,B,4,30,7.97,12.47,20.17,0.09,04/03/2023,1,B,1,,0,1
97,3,C,TEMP-2,11,B,2,B,4,30,8.26,12.41,20.02,0.1,04/03/2023,1,B,1,,0,1
98,3,C,TEMP-2,11,B,2,B,4,29,7.7,11.13,18.69,0.1,04/03/2023,1,B,1,,0,1
99,3,C,TEMP-2,11,B,2,B,4,29,8.07,10.88,18.14,0.08,04/03/2023,1,B,1,,0,1
100,3,C,TEMP-2,11,B,2,B,4,27,5.72,9.02,15.61,0.03,28/02/2023,0,A,0,,0,1
99,3,C,TEMP-2,11,B,2,B,4,27,5.84,8.64,15.6,0.03,28/02/2023,0,A,0,,0,1
98,3,C,TEMP-2,11,B,2,B,4,27,5.3,8.81,14.25,0.03,28/02/2023,0,A,0,,0,1
97,3,C,TEMP-2,11,B,2,B,4,27,5.32,8.81,13.73,0.04,28/02/2023,0,A,0,,0,1
65,4,D,TEMP-2,9,A,1,A,1,38,13.08,20.31,33.18,0.46,20/03/2023,5,F,3,23,0,1
66,4,D,TEMP-2,9,A,1,A,1,39,11.78,18.16,30.67,0.36,20/03/2023,5,F,3,23,0,1
67,4,D,TEMP-2,9,A,1,A,1,39,12.82,20.64,32.74,0.43,20/03/2023,5,F,3,21,0,1
67,4,D,TEMP-2,9,A,1,A,1,37,12.73,19.56,31.54,0.4,16/03/2023,4,E,2,,0,1
66,4,D,TEMP-2,9,A,1,A,1,38,12.25,19.96,30.88,0.31,16/03/2023,4,E,2,,0,1
65,4,D,TEMP-2,9,A,1,A,1,38,12.21,20.51,30.25,0.38,16/03/2023,4,E,2,,0,1
67,4,D,TEMP-2,9,A,1,A,1,36,11.24,18.28,29.48,0.25,12/03/2023,3,D,2,,0,1
65,4,D,TEMP-2,9,A,1,A,1,35,11.03,17.94,28.86,0.31,12/03/2023,3,D,2,,0,1
66,4,D,TEMP-2,9,A,1,A,1,36,11.12,16.71,27.03,0.29,12/03/2023,3,D,2,,0,1
65,4,D,TEMP-2,9,A,1,A,1,33,10.84,14.63,25.81,0.25,08/03/2023,2,C,1,,0,1
66,4,D,TEMP-2,9,A,1,A,1,33,11.26,15,25.36,0.23,08/03/2023,2,C,1,,0,1
67,4,D,TEMP-2,9,A,1,A,1,33,9.58,13.93,24.16,0.2,08/03/2023,2,C,1,,0,1
66,4,D,TEMP-2,9,A,1,A,1,29,8.55,11.66,19.58,0.1,04/03/2023,1,B,1,,0,1
67,4,D,TEMP-2,9,A,1,A,1,29,8.26,11.62,18.91,0.1,04/03/2023,1,B,1,,0,1
65,4,D,TEMP-2,9,A,1,A,1,30,8.1,10.88,18.16,0.09,04/03/2023,1,B,1,,0,1
68,4,D,TEMP-2,9,A,1,A,1,27,6.14,8.5,15.27,0.03,28/02/2023,0,A,0,,0,1
67,4,D,TEMP-2,9,A,1,A,1,27,6.38,7.5,14.63,0.04,28/02/2023,0,A,0,,0,1
66,4,D,TEMP-2,9,A,1,A,1,27,5.92,8.32,14.26,0.04,28/02/2023,0,A,0,,0,1
65,4,D,TEMP-2,9,A,1,A,1,27,5.79,7.22,13.68,0.03,28/02/2023,0,A,0,,0,1
68,4,D,TEMP-2,9,A,1,A,1,29,,,,,04/03/2023,1,B,,,1,0
68,4,D,TEMP-2,9,A,1,A,1,,,,,,08/03/2023,2,C,,,1,
68,4,D,TEMP-2,9,A,1,A,1,,,,,,12/03/2023,3,D,,,1,
68,4,D,TEMP-2,9,A,1,A,1,,,,,,16/03/2023,4,E,,,1,
68,4,D,TEMP-2,9,A,1,A,1,,,,,,20/03/2023,5,F,,,1,
68,4,D,TEMP-2,9,A,1,A,1,,,,,,24/03/2023,6,G,,,1,
21,5,E,TEMP-3,20,C,3,C,4,38,11.28,17.99,29.36,0.31,12/03/2023,3,D,2,15,0,1
23,5,E,TEMP-3,20,C,3,C,4,38,10.54,17.02,27.56,0.26,12/03/2023,3,D,2,15,0,1
22,5,E,TEMP-3,20,C,3,C,4,38,10.6,16.29,27.01,0.26,12/03/2023,3,D,2,14,0,1
24,5,E,TEMP-3,20,C,3,C,4,38,11.12,17.28,27.74,0.25,12/03/2023,3,D,2,,0,1
24,5,E,TEMP-3,20,C,3,C,4,36,10.92,16.19,26.65,0.24,08/03/2023,2,C,1,,0,1
21,5,E,TEMP-3,20,C,3,C,4,36,10.92,15.81,25.84,0.22,08/03/2023,2,C,1,,0,1
22,5,E,TEMP-3,20,C,3,C,4,35,10.9,15.77,26.86,0.24,08/03/2023,2,C,1,,0,1
23,5,E,TEMP-3,20,C,3,C,4,35,10.12,15.43,25.94,0.23,08/03/2023,2,C,1,,0,1
23,5,E,TEMP-3,20,C,3,C,4,31,8.14,12.36,20.74,0.13,04/03/2023,1,B,1,,0,1
24,5,E,TEMP-3,20,C,3,C,4,32,8.15,12.05,20.1,0.11,04/03/2023,1,B,1,,0,1
21,5,E,TEMP-3,20,C,3,C,4,31,7.9,11.66,19.74,0.1,04/03/2023,1,B,1,,0,1
22,5,E,TEMP-3,20,C,3,C,4,31,7.76,10.96,19.35,0.08,04/03/2023,1,B,1,,0,1
23,5,E,TEMP-3,20,C,3,C,4,27,5.95,9.5,15.05,0.04,28/02/2023,0,A,0,,0,1
22,5,E,TEMP-3,20,C,3,C,4,27,6.9,8.95,15.52,0.05,28/02/2023,0,A,0,,0,1
21,5,E,TEMP-3,20,C,3,C,4,27,5.77,8.57,15.03,0.04,28/02/2023,0,A,0,,0,1
24,5,E,TEMP-3,20,C,3,C,4,27,5.48,8.32,14.4,0.04,28/02/2023,0,A,0,,0,1
137,6,F,TEMP-3,11,B,2,B,2,41,12.15,18.56,30.23,0.27,16/03/2023,4,E,2,17,0,1
138,6,F,TEMP-3,11,B,2,B,2,41,12.43,18.35,30.78,0.26,16/03/2023,4,E,2,16,0,1
139,6,F,TEMP-3,11,B,2,B,2,37,10.14,18.75,28.77,0.3,12/03/2023,3,D,2,15,0,1
137,6,F,TEMP-3,11,B,2,B,2,37,11.23,18.32,29.55,0.28,12/03/2023,3,D,2,,0,1
138,6,F,TEMP-3,11,B,2,B,2,37,11.21,18.13,29.34,0.32,12/03/2023,3,D,2,,0,1
138,6,F,TEMP-3,11,B,2,B,2,34,10.7,17.06,18.03,0.21,08/03/2023,2,C,1,,0,1
137,6,F,TEMP-3,11,B,2,B,2,35,10.8,17.01,26.55,0.25,08/03/2023,2,C,1,,0,1
139,6,F,TEMP-3,11,B,2,B,2,35,10.4,15.6,25,0.28,08/03/2023,2,C,1,,0,1
139,6,F,TEMP-3,11,B,2,B,2,30,8.47,11.97,20.01,0.07,04/03/2023,1,B,1,,0,1
137,6,F,TEMP-3,11,B,2,B,2,29,8.32,11.24,19.32,0.08,04/03/2023,1,B,1,,0,1
138,6,F,TEMP-3,11,B,2,B,2,30,7.43,10.89,19.11,0.09,04/03/2023,1,B,1,,0,1
140,6,F,TEMP-3,11,B,2,B,2,27,5.67,10,15.86,0.03,28/02/2023,0,A,0,,0,1
137,6,F,TEMP-3,11,B,2,B,2,27,5.6,9.88,15.38,0.03,28/02/2023,0,A,0,,0,1
139,6,F,TEMP-3,11,B,2,B,2,27,5.82,9.32,15.4,0.03,28/02/2023,0,A,0,,0,1
138,6,F,TEMP-3,11,B,2,B,2,27,5.79,9.3,15.15,0.04,28/02/2023,0,A,0,,0,1
140,6,F,TEMP-3,11,B,2,B,2,30,,,,,04/03/2023,1,B,,,1,0
140,6,F,TEMP-3,11,B,2,B,2,,,,,,08/03/2023,2,C,,,1,
140,6,F,TEMP-3,11,B,2,B,2,,,,,,12/03/2023,3,D,,,1,
140,6,F,TEMP-3,11,B,2,B,2,,,,,,16/03/2023,4,E,,,1,
4,7,G,TEMP-1,9,A,1,A,1,40,12.35,22.45,35.47,0.52,28/03/2023,7,H,4,31,0,1
3,7,G,TEMP-1,9,A,1,A,1,40,12.62,22.36,34.87,0.51,28/03/2023,7,H,4,31,0,1
2,7,G,TEMP-1,9,A,1,A,1,40,13.18,22.06,34.64,0.46,01/04/2023,8,I,4,31,0,1
1,7,G,TEMP-1,9,A,1,A,1,40,13.16,21.79,35.05,0.54,28/03/2023,7,H,4,31,0,1
4,7,G,TEMP-1,9,A,1,A,1,36,12.98,22.03,34.12,0.43,24/03/2023,6,G,3,,0,1
1,7,G,TEMP-1,9,A,1,A,1,36,12.38,21.52,34.49,0.5,24/03/2023,6,G,3,,0,1
2,7,G,TEMP-1,9,A,1,A,1,40,12.64,21.08,33.59,0.46,28/03/2023,7,H,4,,0,1
2,7,G,TEMP-1,9,A,1,A,1,37,12.75,20.89,33.01,0.48,24/03/2023,6,G,3,,0,1
3,7,G,TEMP-1,9,A,1,A,1,37,13.35,20.61,33.42,0.49,24/03/2023,6,G,3,,0,1
4,7,G,TEMP-1,9,A,1,A,1,36,12.26,20.22,31.21,0.37,20/03/2023,5,F,3,,0,1
1,7,G,TEMP-1,9,A,1,A,1,36,12.19,19.85,32.66,0.41,20/03/2023,5,F,3,,0,1
2,7,G,TEMP-1,9,A,1,A,1,36,12.76,19.81,29.98,0.38,20/03/2023,5,F,3,,0,1
3,7,G,TEMP-1,9,A,1,A,1,36,12.12,19.28,31.34,0.37,20/03/2023,5,F,3,,0,1
3,7,G,TEMP-1,9,A,1,A,1,34,11.52,18.67,29.05,0.3,16/03/2023,4,E,2,,0,1
4,7,G,TEMP-1,9,A,1,A,1,34,10.95,18.03,29.86,0.29,16/03/2023,4,E,2,,0,1
2,7,G,TEMP-1,9,A,1,A,1,34,11.81,17.27,28.66,0.28,16/03/2023,4,E,2,,0,1
1,7,G,TEMP-1,9,A,1,A,1,34,11.77,16.58,28.35,0.34,16/03/2023,4,E,2,,0,1
1,7,G,TEMP-1,9,A,1,A,1,33,10.34,15.83,25.2,0.24,12/03/2023,3,D,2,,0,1
3,7,G,TEMP-1,9,A,1,A,1,33,9.96,15.43,25.5,0.23,12/03/2023,3,D,2,,0,1
2,7,G,TEMP-1,9,A,1,A,1,33,9.79,15.2,25.07,0.23,12/03/2023,3,D,2,,0,1
4,7,G,TEMP-1,9,A,1,A,1,33,9.69,15.16,25.35,0.21,12/03/2023,3,D,2,,0,1
2,7,G,TEMP-1,9,A,1,A,1,30,9,13.18,20.43,0.13,08/03/2023,2,C,1,,0,1
3,7,G,TEMP-1,9,A,1,A,1,31,9.15,13.18,21.51,0.16,08/03/2023,2,C,1,,0,1
4,7,G,TEMP-1,9,A,1,A,1,31,9.67,13.17,22.29,0.16,08/03/2023,2,C,1,,0,1
1,7,G,TEMP-1,9,A,1,A,1,31,8.97,12.88,21.82,0.15,08/03/2023,2,C,1,,0,1
3,7,G,TEMP-1,9,A,1,A,1,28,6.78,11.08,18.43,0.08,04/03/2023,1,B,1,,0,1
1,7,G,TEMP-1,9,A,1,A,1,28,7.42,10.59,17.09,0.07,04/03/2023,1,B,1,,0,1
2,7,G,TEMP-1,9,A,1,A,1,28,7.41,10.52,17.84,0.08,04/03/2023,1,B,1,,0,1
4,7,G,TEMP-1,9,A,1,A,1,28,7.26,10.21,18.49,0.09,04/03/2023,1,B,1,,0,1
4,7,G,TEMP-1,9,A,1,A,1,27,6.2,8.8,15.07,0.04,28/02/2023,0,A,0,,0,1
1,7,G,TEMP-1,9,A,1,A,1,27,6.14,8.7,14.5,0.04,28/02/2023,0,A,0,,0,1
3,7,G,TEMP-1,9,A,1,A,1,27,6.2,8.3,14.4,0.03,28/02/2023,0,A,0,,0,1
2,7,G,TEMP-1,9,A,1,A,1,27,6.1,8.1,14.62,0.04,28/02/2023,0,A,0,,0,1
3,7,G,TEMP-1,9,A,1,A,1,41,,,,,01/04/2023,8,I,,,1,0
4,7,G,TEMP-1,9,A,1,A,1,41,,,,,01/04/2023,8,I,,,1,0
118,8,H,TEMP-1,11,B,2,B,1,41,12.57,23.27,35.62,0.46,01/04/2023,8,I,4,33,0,1
119,8,H,TEMP-1,11,B,2,B,1,40,12.39,20.4,31.7,0.42,28/03/2023,7,H,4,33,0,1
120,8,H,TEMP-1,11,B,2,B,1,41,11.21,20.24,30.82,0.3,01/04/2023,8,I,4,33,0,1
117,8,H,TEMP-1,11,B,2,B,1,41,11.24,20.86,31.44,0.33,01/04/2023,8,I,4,29,0,1
118,8,H,TEMP-1,11,B,2,B,1,40,13.12,23.13,35.8,0.46,28/03/2023,7,H,4,,0,1
119,8,H,TEMP-1,11,B,2,B,1,37,11.58,22.24,34.16,0.43,24/03/2023,6,G,3,,0,1
120,8,H,TEMP-1,11,B,2,B,1,40,12.22,21.75,33.49,0.38,28/03/2023,7,H,4,,0,1
118,8,H,TEMP-1,11,B,2,B,1,37,10.97,20.87,32.29,0.34,24/03/2023,6,G,3,,0,1
120,8,H,TEMP-1,11,B,2,B,1,37,11.38,19.49,30.36,0.33,24/03/2023,6,G,3,,0,1
120,8,H,TEMP-1,11,B,2,B,1,36,10.59,19.48,30.85,0.33,20/03/2023,5,F,3,,0,1
117,8,H,TEMP-1,11,B,2,B,1,40,11.71,18.91,31.03,0.35,28/03/2023,7,H,4,,0,1
117,8,H,TEMP-1,11,B,2,B,1,37,10.92,18.62,31.14,0.36,24/03/2023,6,G,3,,0,1
118,8,H,TEMP-1,11,B,2,B,1,35,10.92,18.4,29.34,0.24,20/03/2023,5,F,3,,0,1
117,8,H,TEMP-1,11,B,2,B,1,36,9.94,18.2,28.59,0.27,20/03/2023,5,F,3,,0,1
119,8,H,TEMP-1,11,B,2,B,1,36,10.14,17.68,28.3,0.27,20/03/2023,5,F,3,,0,1
118,8,H,TEMP-1,11,B,2,B,1,34,9.91,17.16,27.2,0.19,16/03/2023,4,E,2,,0,1
117,8,H,TEMP-1,11,B,2,B,1,34,10.75,16.44,27.54,0.23,16/03/2023,4,E,2,,0,1
120,8,H,TEMP-1,11,B,2,B,1,34,9.21,16.15,25.98,0.21,16/03/2023,4,E,2,,0,1
119,8,H,TEMP-1,11,B,2,B,1,34,8.94,16.13,25.56,0.19,16/03/2023,4,E,2,,0,1
117,8,H,TEMP-1,11,B,2,B,1,33,9.43,15.38,24.78,0.18,12/03/2023,3,D,2,,0,1
118,8,H,TEMP-1,11,B,2,B,1,33,8.72,15.05,24.57,0.16,12/03/2023,3,D,2,,0,1
120,8,H,TEMP-1,11,B,2,B,1,33,9.41,14.51,23.67,0.16,12/03/2023,3,D,2,,0,1
119,8,H,TEMP-1,11,B,2,B,1,33,9.06,13.67,23.3,0.16,12/03/2023,3,D,2,,0,1
120,8,H,TEMP-1,11,B,2,B,1,30,9.42,13.37,21.74,0.12,08/03/2023,2,C,1,,0,1
117,8,H,TEMP-1,11,B,2,B,1,31,8.74,13.18,21.63,0.12,08/03/2023,2,C,1,,0,1
118,8,H,TEMP-1,11,B,2,B,1,30,8.35,12.52,20.42,0.11,08/03/2023,2,C,1,,0,1
119,8,H,TEMP-1,11,B,2,B,1,31,7.82,12.4,20.31,0.11,08/03/2023,2,C,1,,0,1
117,8,H,TEMP-1,11,B,2,B,1,28,6.82,10.38,17.42,0.07,04/03/2023,1,B,1,,0,1
118,8,H,TEMP-1,11,B,2,B,1,28,7.08,10.02,16.32,0.07,04/03/2023,1,B,1,,0,1
119,8,H,TEMP-1,11,B,2,B,1,28,6.7,9.75,16.38,0.05,04/03/2023,1,B,1,,0,1
120,8,H,TEMP-1,11,B,2,B,1,29,6.61,9.71,17.31,0.07,04/03/2023,1,B,1,,0,1
117,8,H,TEMP-1,11,B,2,B,1,27,5.43,9.27,15.59,0.03,28/02/2023,0,A,0,,0,1
118,8,H,TEMP-1,11,B,2,B,1,27,5.4,9.04,14.51,0.04,28/02/2023,0,A,0,,0,1
120,8,H,TEMP-1,11,B,2,B,1,27,5.95,8.9,14.98,0.03,28/02/2023,0,A,0,,0,1
119,8,H,TEMP-1,11,B,2,B,1,27,5.17,8.61,14.1,0.03,28/02/2023,0,A,0,,0,1
63,9,I,TEMP-1,20,C,3,C,1,40,12.87,21.65,34.33,0.44,28/03/2023,7,H,4,29,0,1
62,9,I,TEMP-1,20,C,3,C,1,41,12.75,20.79,33.67,0.44,28/03/2023,7,H,4,28,0,1
64,9,I,TEMP-1,20,C,3,C,1,38,12.25,22.86,36.12,0.55,24/03/2023,6,G,3,27,0,1
61,9,I,TEMP-1,20,C,3,C,1,37,11.97,21.37,34.15,0.46,24/03/2023,6,G,3,27,0,1
62,9,I,TEMP-1,20,C,3,C,1,36,12.02,21.24,33.98,0.43,20/03/2023,5,F,3,,0,1
62,9,I,TEMP-1,20,C,3,C,1,37,12.17,21.05,32.92,0.43,24/03/2023,6,G,3,,0,1
63,9,I,TEMP-1,20,C,3,C,1,38,12.31,21.02,33.48,0.48,24/03/2023,6,G,3,,0,1
63,9,I,TEMP-1,20,C,3,C,1,36,12.38,19.95,32.31,0.42,20/03/2023,5,F,3,,0,1
64,9,I,TEMP-1,20,C,3,C,1,36,11.58,19.82,31.34,0.4,20/03/2023,5,F,3,,0,1
61,9,I,TEMP-1,20,C,3,C,1,36,11.28,19.81,31.33,0.36,16/03/2023,4,E,2,,0,1
61,9,I,TEMP-1,20,C,3,C,1,36,11.73,19.54,31.9,0.4,20/03/2023,5,F,3,,0,1
62,9,I,TEMP-1,20,C,3,C,1,36,11.11,18.91,29.96,0.34,16/03/2023,4,E,2,,0,1
64,9,I,TEMP-1,20,C,3,C,1,35,11.14,18.68,29.19,0.31,16/03/2023,4,E,2,,0,1
63,9,I,TEMP-1,20,C,3,C,1,34,11.16,18.64,28.81,0.32,16/03/2023,4,E,2,,0,1
62,9,I,TEMP-1,20,C,3,C,1,34,9.81,16.36,27.19,0.26,12/03/2023,3,D,2,,0,1
63,9,I,TEMP-1,20,C,3,C,1,34,9.9,15.81,26.12,0.24,12/03/2023,3,D,2,,0,1
64,9,I,TEMP-1,20,C,3,C,1,34,9.56,15.67,25.22,0.23,12/03/2023,3,D,2,,0,1
61,9,I,TEMP-1,20,C,3,C,1,34,9.85,15.62,25.28,0.23,12/03/2023,3,D,2,,0,1
61,9,I,TEMP-1,20,C,3,C,1,31,8.97,14.01,22.53,0.15,08/03/2023,2,C,1,,0,1
63,9,I,TEMP-1,20,C,3,C,1,30,9.63,13.75,23.84,0.17,08/03/2023,2,C,1,,0,1
64,9,I,TEMP-1,20,C,3,C,1,30,9.42,13.18,22.89,0.16,08/03/2023,2,C,1,,0,1
62,9,I,TEMP-1,20,C,3,C,1,31,9.32,12.54,22.06,0.16,08/03/2023,2,C,1,,0,1
62,9,I,TEMP-1,20,C,3,C,1,29,7.85,10.85,18.57,0.09,04/03/2023,1,B,1,,0,1
64,9,I,TEMP-1,20,C,3,C,1,29,7.8,10.62,18.9,0.1,04/03/2023,1,B,1,,0,1
63,9,I,TEMP-1,20,C,3,C,1,29,7.12,10.13,17.47,0.09,04/03/2023,1,B,1,,0,1
61,9,I,TEMP-1,20,C,3,C,1,29,7.67,10.03,18.02,0.09,04/03/2023,1,B,1,,0,1
62,9,I,TEMP-1,20,C,3,C,1,27,6.08,9.51,15.43,0.04,28/02/2023,0,A,0,,0,1
64,9,I,TEMP-1,20,C,3,C,1,27,6.1,9.22,14.91,0.04,28/02/2023,0,A,0,,0,1
61,9,I,TEMP-1,20,C,3,C,1,27,5.58,8.76,15.14,0.04,28/02/2023,0,A,0,,0,1
63,9,I,TEMP-1,20,C,3,C,1,27,5.57,8.53,15.29,0.05,28/02/2023,0,A,0,,0,1
42,10,J,TEMP-2,9,A,1,A,4,39,13.34,20.78,34.12,0.44,20/03/2023,5,F,3,22,0,1
43,10,J,TEMP-2,9,A,1,A,4,39,13.35,20.42,33.31,0.45,20/03/2023,5,F,3,22,0,1
44,10,J,TEMP-2,9,A,1,A,4,39,13.14,20.63,33.09,0.45,20/03/2023,5,F,3,22,0,1
41,10,J,TEMP-2,9,A,1,A,4,40,12.56,14.68,27.57,0.29,24/03/2023,6,G,3,22,0,1
41,10,J,TEMP-2,9,A,1,A,4,39,12.6,19.61,32.67,0.39,20/03/2023,5,F,3,,0,1
44,10,J,TEMP-2,9,A,1,A,4,37,13.02,18.52,31.04,0.36,16/03/2023,4,E,2,,0,1
42,10,J,TEMP-2,9,A,1,A,4,37,12.33,18.43,30.56,0.33,16/03/2023,4,E,2,,0,1
43,10,J,TEMP-2,9,A,1,A,4,37,13.24,18.13,30.44,0.37,16/03/2023,4,E,2,,0,1
41,10,J,TEMP-2,9,A,1,A,4,37,12.91,18.74,29.37,0.3,16/03/2023,4,E,2,,0,1
42,10,J,TEMP-2,9,A,1,A,4,36,11.52,17.35,28.57,0.3,12/03/2023,3,D,2,,0,1
43,10,J,TEMP-2,9,A,1,A,4,36,11.39,17.76,28.41,0.3,12/03/2023,3,D,2,,0,1
44,10,J,TEMP-2,9,A,1,A,4,36,11.27,17.37,28.12,0.32,12/03/2023,3,D,2,,0,1
41,10,J,TEMP-2,9,A,1,A,4,36,11.7,16.8,26.62,0.29,12/03/2023,3,D,2,,0,1
43,10,J,TEMP-2,9,A,1,A,4,34,10.17,14.49,25.48,0.19,08/03/2023,2,C,1,,0,1
42,10,J,TEMP-2,9,A,1,A,4,34,10.69,15.58,25.33,0.22,08/03/2023,2,C,1,,0,1
41,10,J,TEMP-2,9,A,1,A,4,33,10.36,14.79,24.37,0.22,08/03/2023,2,C,1,,0,1
44,10,J,TEMP-2,9,A,1,A,4,34,10.04,14.13,23.69,0.19,08/03/2023,2,C,1,,0,1
43,10,J,TEMP-2,9,A,1,A,4,29,8.73,10.5,19.45,0.09,04/03/2023,1,B,1,,0,1
42,10,J,TEMP-2,9,A,1,A,4,30,8.17,10.61,18.94,0.09,04/03/2023,1,B,1,,0,1
41,10,J,TEMP-2,9,A,1,A,4,29,8.15,11.11,18.7,0.1,04/03/2023,1,B,1,,0,1
44,10,J,TEMP-2,9,A,1,A,4,29,8,11.17,18.37,0.1,04/03/2023,1,B,1,,0,1
42,10,J,TEMP-2,9,A,1,A,4,27,5.6,8.11,14.53,0.04,28/02/2023,0,A,0,,0,1
44,10,J,TEMP-2,9,A,1,A,4,27,6.14,8.32,14.22,0.04,28/02/2023,0,A,0,,0,1
43,10,J,TEMP-2,9,A,1,A,4,27,5.95,8.58,14.15,0.03,28/02/2023,0,A,0,,0,1
41,10,J,TEMP-2,9,A,1,A,4,27,5.91,8.35,14.1,0.05,28/02/2023,0,A,0,,0,1
107,11,K,TEMP-3,11,B,2,B,3,37,11.2,18.42,29.37,0.29,12/03/2023,3,D,2,15,0,1
105,11,K,TEMP-3,11,B,2,B,3,37,10.87,16.41,27.48,0.27,12/03/2023,3,D,2,13,0,1
108,11,K,TEMP-3,11,B,2,B,3,37,10.73,15.71,25.92,0.22,12/03/2023,3,D,2,13,0,1
106,11,K,TEMP-3,11,B,2,B,3,37,10.65,15.66,26.08,0.22,12/03/2023,3,D,2,13,0,1
105,11,K,TEMP-3,11,B,2,B,3,36,11.02,17.19,27.28,0.24,08/03/2023,2,C,1,,0,1
108,11,K,TEMP-3,11,B,2,B,3,36,10.39,14.89,24.67,0.22,08/03/2023,2,C,1,,0,1
106,11,K,TEMP-3,11,B,2,B,3,35,10.48,14.04,24.25,0.2,08/03/2023,2,C,1,,0,1
107,11,K,TEMP-3,11,B,2,B,3,35,10.96,13.79,25.8,0.22,08/03/2023,2,C,1,,0,1
107,11,K,TEMP-3,11,B,2,B,3,30,8.44,12.6,20.7,0.1,04/03/2023,1,B,1,,0,1
105,11,K,TEMP-3,11,B,2,B,3,30,8.52,11.5,19.46,0.1,04/03/2023,1,B,1,,0,1
106,11,K,TEMP-3,11,B,2,B,3,31,8.39,11.25,19.56,0.09,04/03/2023,1,B,1,,0,1
108,11,K,TEMP-3,11,B,2,B,3,30,8.4,10.63,18.48,0.08,04/03/2023,1,B,1,,0,1
106,11,K,TEMP-3,11,B,2,B,3,27,6.05,9.75,14.75,0.04,28/02/2023,0,A,0,,0,1
107,11,K,TEMP-3,11,B,2,B,3,27,5.63,8.74,14.6,0.04,28/02/2023,0,A,0,,0,1
105,11,K,TEMP-3,11,B,2,B,3,27,5.89,8.21,14.85,0.03,28/02/2023,0,A,0,,0,1
108,11,K,TEMP-3,11,B,2,B,3,27,5.67,7.71,13.78,0.04,28/02/2023,0,A,0,,0,1
38,12,L,TEMP-3,20,C,3,C,1,41,11.32,18.56,29.88,0.33,16/03/2023,4,E,2,17,0,1
39,12,L,TEMP-3,20,C,3,C,1,41,10.83,17.1,21.28,0.24,16/03/2023,4,E,2,17,0,1
40,12,L,TEMP-3,20,C,3,C,1,37,11.19,18.15,28.76,0.31,12/03/2023,3,D,2,15,0,1
37,12,L,TEMP-3,20,C,3,C,1,37,11.2,14.89,25.92,0.29,12/03/2023,3,D,2,13,0,1
38,12,L,TEMP-3,20,C,3,C,1,38,10.87,16.77,27.02,0.28,12/03/2023,3,D,2,,0,1
39,12,L,TEMP-3,20,C,3,C,1,37,10.51,15.65,26.32,0.25,12/03/2023,3,D,2,,0,1
40,12,L,TEMP-3,20,C,3,C,1,35,10.23,15.46,25.96,0.24,08/03/2023,2,C,1,,0,1
39,12,L,TEMP-3,20,C,3,C,1,36,10.15,13.92,23.96,0.21,08/03/2023,2,C,1,,0,1
38,12,L,TEMP-3,20,C,3,C,1,36,10.47,13.42,22.73,0.21,08/03/2023,2,C,1,,0,1
37,12,L,TEMP-3,20,C,3,C,1,35,9.86,13.3,23.34,0.19,08/03/2023,2,C,1,,0,1
40,12,L,TEMP-3,20,C,3,C,1,31,7.84,12.18,19.51,0.1,04/03/2023,1,B,1,,0,1
37,12,L,TEMP-3,20,C,3,C,1,31,7.88,11.84,19.47,0.1,04/03/2023,1,B,1,,0,1
38,12,L,TEMP-3,20,C,3,C,1,30,7.27,10.11,17.3,0.08,04/03/2023,1,B,1,,0,1
39,12,L,TEMP-3,20,C,3,C,1,31,7.78,9.87,18.1,0.11,04/03/2023,1,B,1,,0,1
37,12,L,TEMP-3,20,C,3,C,1,27,5.86,9.05,14.87,0.03,28/02/2023,0,A,0,,0,1
40,12,L,TEMP-3,20,C,3,C,1,27,5.82,8.36,13.92,0.04,28/02/2023,0,A,0,,0,1
39,12,L,TEMP-3,20,C,3,C,1,27,6.16,8.03,14.77,0.04,28/02/2023,0,A,0,,0,1
38,12,L,TEMP-3,20,C,3,C,1,27,5.92,7.74,13.92,0.03,28/02/2023,0,A,0,,0,1
131,13,M,TEMP-2,11,B,2,B,3,38,11.02,18.92,29.58,0.25,20/03/2023,5,F,3,22,0,1
129,13,M,TEMP-2,11,B,2,B,3,38,11.6,17.87,28.75,0.24,20/03/2023,5,F,3,22,0,1
130,13,M,TEMP-2,11,B,2,B,3,39,12.37,19.13,30.96,0.33,20/03/2023,5,F,3,21,0,1
129,13,M,TEMP-2,11,B,2,B,3,37,11.45,16.85,30.01,0.35,16/03/2023,4,E,2,,0,1
131,13,M,TEMP-2,11,B,2,B,3,38,11.11,16.6,29.52,0.27,16/03/2023,4,E,2,,0,1
130,13,M,TEMP-2,11,B,2,B,3,38,11.6,16.36,28.12,0.24,16/03/2023,4,E,2,,0,1
131,13,M,TEMP-2,11,B,2,B,3,36,10.16,16.68,26.56,0.23,12/03/2023,3,D,2,,0,1
