id,posicion,tank,tratamiento,poza,pool,puesta,clutch,repeticion,estadio,lcu,lco,lt,peso,fecha,medicion,medicion2,semana,dm,muerto,vivo
130,13,M,TEMP-2,11,B,2,B,3,36,10.22,16.11,26.3,0.26,12/03/2023,3,D,2,,0,1
129,13,M,TEMP-2,11,B,2,B,3,36,10.09,15.18,25.48,0.2,12/03/2023,3,D,2,,0,1
131,13,M,TEMP-2,11,B,2,B,3,34,9.76,13.9,24.39,0.18,08/03/2023,2,C,1,,0,1
130,13,M,TEMP-2,11,B,2,B,3,33,9.44,13.89,22.52,0.15,08/03/2023,2,C,1,,0,1
129,13,M,TEMP-2,11,B,2,B,3,33,9.13,12.99,22.5,0.18,08/03/2023,2,C,1,,0,1
131,13,M,TEMP-2,11,B,2,B,3,30,8.11,11.69,19.71,0.09,04/03/2023,1,B,1,,0,1
130,13,M,TEMP-2,11,B,2,B,3,29,7.39,10.05,17.92,0.07,04/03/2023,1,B,1,,0,1
129,13,M,TEMP-2,11,B,2,B,3,29,7.67,10.19,17.6,0.07,04/03/2023,1,B,1,,0,1
131,13,M,TEMP-2,11,B,2,B,3,27,5.48,8.84,14.99,0.03,28/02/2023,0,A,0,,0,1
129,13,M,TEMP-2,11,B,2,B,3,27,5.83,9.11,14.84,0.04,28/02/2023,0,A,0,,0,1
130,13,M,TEMP-2,11,B,2,B,3,27,5.77,9.22,14.65,0.03,28/02/2023,0,A,0,,0,1
132,13,M,TEMP-2,11,B,2,B,3,27,5.8,8.82,14.65,0.03,28/02/2023,0,A,0,,0,1
132,13,M,TEMP-2,11,B,2,B,3,29,,,,,04/03/2023,1,B,,,1,0
132,13,M,TEMP-2,11,B,2,B,3,,,,,,08/03/2023,2,C,,,1,
132,13,M,TEMP-2,11,B,2,B,3,,,,,,12/03/2023,3,D,,,1,
132,13,M,TEMP-2,11,B,2,B,3,,,,,,16/03/2023,4,E,,,1,
132,13,M,TEMP-2,11,B,2,B,3,,,,,,20/03/2023,5,F,,,1,
75,14,N,TEMP-3,9,A,1,A,2,40,12.53,14.76,27.2,0.26,16/03/2023,4,E,2,17,0,1
76,14,N,TEMP-3,9,A,1,A,2,40,12.39,14.54,26.58,0.31,16/03/2023,4,E,2,17,0,1
73,14,N,TEMP-3,9,A,1,A,2,38,11.33,17.03,27.39,0.33,12/03/2023,3,D,2,15,0,1
74,14,N,TEMP-3,9,A,1,A,2,37,10.76,15.56,25.48,0.28,12/03/2023,3,D,2,15,0,1
76,14,N,TEMP-3,9,A,1,A,2,37,10.84,15.25,26.18,0.25,12/03/2023,3,D,2,,0,1
73,14,N,TEMP-3,9,A,1,A,2,35,10.53,14.36,23.72,0.26,08/03/2023,2,C,1,,0,1
76,14,N,TEMP-3,9,A,1,A,2,35,10.82,14.3,24.64,0.27,08/03/2023,2,C,1,,0,1
75,14,N,TEMP-3,9,A,1,A,2,37,10.58,13.71,25.44,0.25,12/03/2023,3,D,2,,0,1
74,14,N,TEMP-3,9,A,1,A,2,35,10.43,13.25,22.84,0.23,08/03/2023,2,C,1,,0,1
75,14,N,TEMP-3,9,A,1,A,2,34,10.18,12.08,22.5,0.24,08/03/2023,2,C,1,,0,1
75,14,N,TEMP-3,9,A,1,A,2,30,8.69,11.73,19.94,0.12,04/03/2023,1,B,1,,0,1
74,14,N,TEMP-3,9,A,1,A,2,29,7.94,11.21,18.25,0.09,04/03/2023,1,B,1,,0,1
73,14,N,TEMP-3,9,A,1,A,2,29,7.73,10.52,18.51,0.09,04/03/2023,1,B,1,,0,1
76,14,N,TEMP-3,9,A,1,A,2,29,7.63,10.41,18.01,0.08,04/03/2023,1,B,1,,0,1
74,14,N,TEMP-3,9,A,1,A,2,27,5.85,9.11,14.71,0.04,28/02/2023,0,A,0,,0,1
73,14,N,TEMP-3,9,A,1,A,2,27,5.97,9.11,15,0.04,28/02/2023,0,A,0,,0,1
76,14,N,TEMP-3,9,A,1,A,2,27,5.95,8.86,14.88,0.04,28/02/2023,0,A,0,,0,1
75,14,N,TEMP-3,9,A,1,A,2,27,5.81,7.18,13.27,0.04,28/02/2023,0,A,0,,0,1
15,15,O,TEMP-2,20,C,3,C,2,41,11.83,20.82,32.97,0.33,24/03/2023,6,G,3,22,0,1
13,15,O,TEMP-2,20,C,3,C,2,38,11.28,19.79,32.09,0.33,20/03/2023,5,F,3,22,0,1
16,15,O,TEMP-2,20,C,3,C,2,38,11,18.37,30.34,0.35,20/03/2023,5,F,3,22,0,1
14,15,O,TEMP-2,20,C,3,C,2,33,10.38,14.67,26.18,0.26,24/03/2023,6,G,3,22,0,1
14,15,O,TEMP-2,20,C,3,C,2,39,11.94,19.86,31.56,0.35,20/03/2023,5,F,3,,0,1
15,15,O,TEMP-2,20,C,3,C,2,39,12.32,18.69,30.46,0.37,20/03/2023,5,F,3,,0,1
16,15,O,TEMP-2,20,C,3,C,2,37,11.47,19.37,30.13,0.33,16/03/2023,4,E,2,,0,1
15,15,O,TEMP-2,20,C,3,C,2,36,10.41,18.77,29.75,0.26,16/03/2023,4,E,2,,0,1
14,15,O,TEMP-2,20,C,3,C,2,37,11.18,17.3,29.22,0.36,16/03/2023,4,E,2,,0,1
13,15,O,TEMP-2,20,C,3,C,2,37,11.22,17.6,28.53,0.36,16/03/2023,4,E,2,,0,1
15,15,O,TEMP-2,20,C,3,C,2,35,10.71,16.92,26.79,0.21,12/03/2023,3,D,2,,0,1
14,15,O,TEMP-2,20,C,3,C,2,34,9.73,17.04,26.56,0.2,12/03/2023,3,D,2,,0,1
13,15,O,TEMP-2,20,C,3,C,2,36,10.93,14.83,25.85,0.28,12/03/2023,3,D,2,,0,1
16,15,O,TEMP-2,20,C,3,C,2,35,9.98,15.13,25.37,0.24,12/03/2023,3,D,2,,0,1
13,15,O,TEMP-2,20,C,3,C,2,33,9.82,14.4,23.42,0.19,08/03/2023,2,C,1,,0,1
14,15,O,TEMP-2,20,C,3,C,2,32,8.87,13.88,22.35,0.12,08/03/2023,2,C,1,,0,1
15,15,O,TEMP-2,20,C,3,C,2,33,9.45,13.17,21.95,0.18,08/03/2023,2,C,1,,0,1
16,15,O,TEMP-2,20,C,3,C,2,33,9.12,12.39,21.72,0.17,08/03/2023,2,C,1,,0,1
13,15,O,TEMP-2,20,C,3,C,2,29,7.36,10.91,18.55,0.07,04/03/2023,1,B,1,,0,1
15,15,O,TEMP-2,20,C,3,C,2,30,6.57,10.81,17.72,0.05,04/03/2023,1,B,1,,0,1
16,15,O,TEMP-2,20,C,3,C,2,29,6.29,10.82,17.13,0.05,04/03/2023,1,B,1,,0,1
14,15,O,TEMP-2,20,C,3,C,2,30,7.14,9.43,16.48,0.07,04/03/2023,1,B,1,,0,1
13,15,O,TEMP-2,20,C,3,C,2,27,6.31,9.11,15.8,0.05,28/02/2023,0,A,0,,0,1
15,15,O,TEMP-2,20,C,3,C,2,27,5.32,9.01,14.99,0.03,28/02/2023,0,A,0,,0,1
16,15,O,TEMP-2,20,C,3,C,2,27,5.92,9.03,14.55,0.04,28/02/2023,0,A,0,,0,1
14,15,O,TEMP-2,20,C,3,C,2,27,5.81,7.62,13.43,0.03,28/02/2023,0,A,0,,0,1
79,16,P,TEMP-1,20,C,3,C,2,40,12.51,21.14,32.52,0.4,01/04/2023,8,I,4,38,0,1
77,16,P,TEMP-1,20,C,3,C,2,41,11.85,19.5,31.47,0.34,01/04/2023,8,I,4,36,0,1
78,16,P,TEMP-1,20,C,3,C,2,41,12.02,17.57,29.03,0.35,01/04/2023,8,I,4,36,0,1
80,16,P,TEMP-1,20,C,3,C,2,37,11.3,19.56,30.5,0.38,24/03/2023,6,G,3,27,0,1
77,16,P,TEMP-1,20,C,3,C,2,40,12.02,20.83,31.68,0.42,28/03/2023,7,H,4,,0,1
79,16,P,TEMP-1,20,C,3,C,2,37,11.31,19.86,30.74,0.42,24/03/2023,6,G,3,,0,1
79,16,P,TEMP-1,20,C,3,C,2,39,11.73,19.86,31.86,0.41,28/03/2023,7,H,4,,0,1
77,16,P,TEMP-1,20,C,3,C,2,38,11.28,19.47,30.37,0.37,24/03/2023,6,G,3,,0,1
79,16,P,TEMP-1,20,C,3,C,2,36,10.95,18.59,29.65,0.32,20/03/2023,5,F,3,,0,1
80,16,P,TEMP-1,20,C,3,C,2,36,11.28,18.01,28.68,0.31,20/03/2023,5,F,3,,0,1
77,16,P,TEMP-1,20,C,3,C,2,35,10.35,17.57,28.35,0.29,20/03/2023,5,F,3,,0,1
78,16,P,TEMP-1,20,C,3,C,2,40,11.29,17.36,29.54,0.35,28/03/2023,7,H,4,,0,1
78,16,P,TEMP-1,20,C,3,C,2,37,11.16,16.53,27.75,0.34,24/03/2023,6,G,3,,0,1
77,16,P,TEMP-1,20,C,3,C,2,35,10.31,16.5,26.58,0.26,16/03/2023,4,E,2,,0,1
79,16,P,TEMP-1,20,C,3,C,2,35,9.98,16.07,25.21,0.23,16/03/2023,4,E,2,,0,1
80,16,P,TEMP-1,20,C,3,C,2,33,9.89,15.72,25.66,0.22,12/03/2023,3,D,2,,0,1
77,16,P,TEMP-1,20,C,3,C,2,34,9.98,15.44,25.7,0.22,12/03/2023,3,D,2,,0,1
78,16,P,TEMP-1,20,C,3,C,2,35,10.33,15.43,26.65,0.27,20/03/2023,5,F,3,,0,1
78,16,P,TEMP-1,20,C,3,C,2,35,9.98,15.41,24.93,0.23,16/03/2023,4,E,2,,0,1
79,16,P,TEMP-1,20,C,3,C,2,34,9.51,15.07,25.29,0.2,12/03/2023,3,D,2,,0,1
80,16,P,TEMP-1,20,C,3,C,2,34,9.58,14.2,23.91,0.22,16/03/2023,4,E,2,,0,1
79,16,P,TEMP-1,20,C,3,C,2,31,8.85,14.02,21.54,0.15,08/03/2023,2,C,1,,0,1
78,16,P,TEMP-1,20,C,3,C,2,33,9.59,13.82,22.56,0.18,12/03/2023,3,D,2,,0,1
80,16,P,TEMP-1,20,C,3,C,2,31,8.99,13.39,22.07,0.15,08/03/2023,2,C,1,,0,1
78,16,P,TEMP-1,20,C,3,C,2,31,8.76,12.83,21.32,0.15,08/03/2023,2,C,1,,0,1
77,16,P,TEMP-1,20,C,3,C,2,31,8.86,11.68,19.6,0.14,08/03/2023,2,C,1,,0,1
77,16,P,TEMP-1,20,C,3,C,2,29,7.4,10.56,18.6,0.09,04/03/2023,1,B,1,,0,1
79,16,P,TEMP-1,20,C,3,C,2,28,6.57,10.49,17.59,0.08,04/03/2023,1,B,1,,0,1
78,16,P,TEMP-1,20,C,3,C,2,28,6.95,10.06,16.99,0.08,04/03/2023,1,B,1,,0,1
79,16,P,TEMP-1,20,C,3,C,2,27,5.96,9.41,15.95,0.05,28/02/2023,0,A,0,,0,1
78,16,P,TEMP-1,20,C,3,C,2,27,5.79,8.93,14.56,0.04,28/02/2023,0,A,0,,0,1
80,16,P,TEMP-1,20,C,3,C,2,27,6.04,8.91,14.69,0.04,28/02/2023,0,A,0,,0,1
80,16,P,TEMP-1,20,C,3,C,2,28,7.11,8.32,14.96,0.08,04/03/2023,1,B,1,,0,1
77,16,P,TEMP-1,20,C,3,C,2,27,5.92,7.43,13.37,0.04,28/02/2023,0,A,0,,0,1
9,17,Q,TEMP-1,9,A,1,A,2,41,12.22,21.15,32.81,0.44,01/04/2023,8,I,4,38,0,1
11,17,Q,TEMP-1,9,A,1,A,2,41,12.08,21.44,32.49,0.4,01/04/2023,8,I,4,36,0,1
10,17,Q,TEMP-1,9,A,1,A,2,41,12.17,21.24,33.38,0.43,01/04/2023,8,I,4,36,0,1
12,17,Q,TEMP-1,9,A,1,A,2,40,11.35,20.05,31.69,0.38,01/04/2023,8,I,4,36,0,1
10,17,Q,TEMP-1,9,A,1,A,2,40,12.47,21.11,33.28,0.48,28/03/2023,7,H,4,,0,1
9,17,Q,TEMP-1,9,A,1,A,2,37,12.89,20.52,31.58,0.39,24/03/2023,6,G,3,,0,1
11,17,Q,TEMP-1,9,A,1,A,2,40,12.67,20.29,32.66,0.41,28/03/2023,7,H,4,,0,1
9,17,Q,TEMP-1,9,A,1,A,2,40,13.45,19.8,32.49,0.46,28/03/2023,7,H,4,,0,1
12,17,Q,TEMP-1,9,A,1,A,2,40,12.27,19.36,31.44,0.41,28/03/2023,7,H,4,,0,1
10,17,Q,TEMP-1,9,A,1,A,2,37,11.65,19.09,30.75,0.36,24/03/2023,6,G,3,,0,1
11,17,Q,TEMP-1,9,A,1,A,2,36,12.61,18.71,30.46,0.36,20/03/2023,5,F,3,,0,1
11,17,Q,TEMP-1,9,A,1,A,2,37,12.25,18.28,30.43,0.41,24/03/2023,6,G,3,,0,1
12,17,Q,TEMP-1,9,A,1,A,2,37,12.17,18.07,30.26,0.37,24/03/2023,6,G,3,,0,1
10,17,Q,TEMP-1,9,A,1,A,2,36,12.22,17.99,29.7,0.33,20/03/2023,5,F,3,,0,1
12,17,Q,TEMP-1,9,A,1,A,2,36,11.76,17.48,29.93,0.34,20/03/2023,5,F,3,,0,1
9,17,Q,TEMP-1,9,A,1,A,2,36,11.74,17.25,29.1,0.3,20/03/2023,5,F,3,,0,1
9,17,Q,TEMP-1,9,A,1,A,2,35,11.05,16.8,26.43,0.25,16/03/2023,4,E,2,,0,1
11,17,Q,TEMP-1,9,A,1,A,2,34,10.94,16.33,27.31,0.28,16/03/2023,4,E,2,,0,1
10,17,Q,TEMP-1,9,A,1,A,2,34,10.34,15.9,25.85,0.24,16/03/2023,4,E,2,,0,1
12,17,Q,TEMP-1,9,A,1,A,2,34,11.38,15.81,25.48,0.27,16/03/2023,4,E,2,,0,1
11,17,Q,TEMP-1,9,A,1,A,2,33,9.79,15.21,24.99,0.21,12/03/2023,3,D,2,,0,1
10,17,Q,TEMP-1,9,A,1,A,2,34,9.66,14.87,24.4,0.19,12/03/2023,3,D,2,,0,1
12,17,Q,TEMP-1,9,A,1,A,2,33,10.24,14.72,25.37,0.22,12/03/2023,3,D,2,,0,1
9,17,Q,TEMP-1,9,A,1,A,2,33,9.61,14.63,24.29,0.21,12/03/2023,3,D,2,,0,1
10,17,Q,TEMP-1,9,A,1,A,2,31,9.29,14,22.71,0.19,08/03/2023,2,C,1,,0,1
9,17,Q,TEMP-1,9,A,1,A,2,31,9.28,13.25,22.42,0.15,08/03/2023,2,C,1,,0,1
12,17,Q,TEMP-1,9,A,1,A,2,31,9.5,12.85,22.65,0.16,08/03/2023,2,C,1,,0,1
11,17,Q,TEMP-1,9,A,1,A,2,30,9.53,12,21.78,0.14,08/03/2023,2,C,1,,0,1
9,17,Q,TEMP-1,9,A,1,A,2,28,7.44,11.1,18.12,0.09,04/03/2023,1,B,1,,0,1
10,17,Q,TEMP-1,9,A,1,A,2,28,6.92,10.86,17.8,0.08,04/03/2023,1,B,1,,0,1
12,17,Q,TEMP-1,9,A,1,A,2,28,7.56,10.27,17.64,0.09,04/03/2023,1,B,1,,0,1
11,17,Q,TEMP-1,9,A,1,A,2,28,7.34,10.09,16.51,0.07,04/03/2023,1,B,1,,0,1
10,17,Q,TEMP-1,9,A,1,A,2,27,5.91,9.56,15.1,0.04,28/02/2023,0,A,0,,0,1
11,17,Q,TEMP-1,9,A,1,A,2,27,6.46,8.95,15.22,0.04,28/02/2023,0,A,0,,0,1
12,17,Q,TEMP-1,9,A,1,A,2,27,6.28,8.34,14.6,0.04,28/02/2023,0,A,0,,0,1
9,17,Q,TEMP-1,9,A,1,A,2,27,6.21,7.8,13.52,0.04,28/02/2023,0,A,0,,0,1
144,18,R,TEMP-1,11,B,2,B,2,40,11.77,21.19,32.39,0.38,28/03/2023,7,H,4,31,0,1
142,18,R,TEMP-1,11,B,2,B,2,39,12.71,20.93,33.84,0.52,28/03/2023,7,H,4,31,0,1
143,18,R,TEMP-1,11,B,2,B,2,40,12.01,20.79,31.71,0.35,28/03/2023,7,H,4,31,0,1
141,18,R,TEMP-1,11,B,2,B,2,40,11.76,19.58,30.7,0.34,28/03/2023,7,H,4,31,0,1
144,18,R,TEMP-1,11,B,2,B,2,37,11.32,19.5,30.17,0.32,24/03/2023,6,G,3,,0,1
143,18,R,TEMP-1,11,B,2,B,2,37,11.08,18.8,29.76,0.34,24/03/2023,6,G,3,,0,1
144,18,R,TEMP-1,11,B,2,B,2,36,10.6,18.62,28.83,0.28,20/03/2023,5,F,3,,0,1
142,18,R,TEMP-1,11,B,2,B,2,36,10.8,18.37,28.98,0.28,20/03/2023,5,F,3,,0,1
141,18,R,TEMP-1,11,B,2,B,2,36,10.68,18.06,29.03,0.29,20/03/2023,5,F,3,,0,1
142,18,R,TEMP-1,11,B,2,B,2,37,11.24,18.02,29.4,0.31,24/03/2023,6,G,3,,0,1
143,18,R,TEMP-1,11,B,2,B,2,36,10.72,17.13,27.61,0.24,20/03/2023,5,F,3,,0,1
142,18,R,TEMP-1,11,B,2,B,2,34,10.14,16.85,26.64,0.24,16/03/2023,4,E,2,,0,1
141,18,R,TEMP-1,11,B,2,B,2,37,11.15,15.72,25.58,0.33,24/03/2023,6,G,3,,0,1
143,18,R,TEMP-1,11,B,2,B,2,34,9.16,15.53,25.31,0.21,16/03/2023,4,E,2,,0,1
141,18,R,TEMP-1,11,B,2,B,2,34,10.32,15.41,25.5,0.24,16/03/2023,4,E,2,,0,1
141,18,R,TEMP-1,11,B,2,B,2,33,9.3,15.1,24.59,0.18,12/03/2023,3,D,2,,0,1
144,18,R,TEMP-1,11,B,2,B,2,34,9.34,14.86,24.54,0.18,16/03/2023,4,E,2,,0,1
142,18,R,TEMP-1,11,B,2,B,2,33,8.4,13.5,21.87,0.19,12/03/2023,3,D,2,,0,1
143,18,R,TEMP-1,11,B,2,B,2,33,9.61,13.25,22.95,0.17,12/03/2023,3,D,2,,0,1
144,18,R,TEMP-1,11,B,2,B,2,33,8.97,13.07,21.8,0.14,12/03/2023,3,D,2,,0,1
143,18,R,TEMP-1,11,B,2,B,2,30,8.25,12.44,20.5,0.12,08/03/2023,2,C,1,,0,1
142,18,R,TEMP-1,11,B,2,B,2,30,7.83,12.37,19.59,0.09,08/03/2023,2,C,1,,0,1
141,18,R,TEMP-1,11,B,2,B,2,30,7.37,11.2,18.66,0.1,08/03/2023,2,C,1,,0,1
144,18,R,TEMP-1,11,B,2,B,2,30,7,10.84,18.14,0.08,08/03/2023,2,C,1,,0,1
144,18,R,TEMP-1,11,B,2,B,2,28,6.52,9.89,16.34,0.05,04/03/2023,1,B,1,,0,1
142,18,R,TEMP-1,11,B,2,B,2,28,6.11,9.71,15.82,0.05,04/03/2023,1,B,1,,0,1
143,18,R,TEMP-1,11,B,2,B,2,28,6.28,9.57,16.17,0.05,04/03/2023,1,B,1,,0,1
141,18,R,TEMP-1,11,B,2,B,2,28,5.64,9.22,15.09,0.05,04/03/2023,1,B,1,,0,1
143,18,R,TEMP-1,11,B,2,B,2,27,6.02,9.14,15.15,0.03,28/02/2023,0,A,0,,0,1
142,18,R,TEMP-1,11,B,2,B,2,27,5.67,8.96,14.8,0.04,28/02/2023,0,A,0,,0,1
141,18,R,TEMP-1,11,B,2,B,2,27,5.84,8.84,15.03,0.03,28/02/2023,0,A,0,,0,1
144,18,R,TEMP-1,11,B,2,B,2,27,5.68,8.61,13.58,0.03,28/02/2023,0,A,0,,0,1
56,19,S,TEMP-3,20,C,3,C,3,41,12.62,18.3,30.15,0.3,16/03/2023,4,E,2,17,0,1
54,19,S,TEMP-3,20,C,3,C,3,38,11.42,18.32,28.71,0.31,12/03/2023,3,D,2,15,0,1
53,19,S,TEMP-3,20,C,3,C,3,38,11.42,16.12,27.15,0.27,12/03/2023,3,D,2,14,0,1
55,19,S,TEMP-3,20,C,3,C,3,38,10.73,16.08,26.79,0.29,12/03/2023,3,D,2,14,0,1
56,19,S,TEMP-3,20,C,3,C,3,38,11.62,17.56,29.14,0.32,12/03/2023,3,D,2,,0,1
53,19,S,TEMP-3,20,C,3,C,3,36,10.79,15.89,26.67,0.24,08/03/2023,2,C,1,,0,1
54,19,S,TEMP-3,20,C,3,C,3,36,10.97,15.49,26.53,0.21,08/03/2023,2,C,1,,0,1
55,19,S,TEMP-3,20,C,3,C,3,36,10.47,14.91,25.43,0.21,08/03/2023,2,C,1,,0,1
56,19,S,TEMP-3,20,C,3,C,3,36,10.28,14.13,25.44,0.16,08/03/2023,2,C,1,,0,1
54,19,S,TEMP-3,20,C,3,C,3,33,8.68,12.75,21.35,0.13,04/03/2023,1,B,1,,0,1
53,19,S,TEMP-3,20,C,3,C,3,33,7.75,12.15,20.45,0.12,04/03/2023,1,B,1,,0,1
55,19,S,TEMP-3,20,C,3,C,3,31,8.01,12.09,20.5,0.11,04/03/2023,1,B,1,,0,1
56,19,S,TEMP-3,20,C,3,C,3,33,7.96,11.4,19.18,0.11,04/03/2023,1,B,1,,0,1
53,19,S,TEMP-3,20,C,3,C,3,27,5.59,9.04,14.73,0.04,28/02/2023,0,A,0,,0,1
55,19,S,TEMP-3,20,C,3,C,3,27,5.64,9.02,14.67,0.04,28/02/2023,0,A,0,,0,1
56,19,S,TEMP-3,20,C,3,C,3,27,5.35,8.89,14.52,0.05,28/02/2023,0,A,0,,0,1
54,19,S,TEMP-3,20,C,3,C,3,27,5.97,7.36,13.92,0.04,28/02/2023,0,A,0,,0,1
49,20,T,TEMP-2,9,A,1,A,3,39,12.21,19.12,31.96,0.41,24/03/2023,6,G,3,27,0,1
50,20,T,TEMP-2,9,A,1,A,3,39,12.91,14.15,27.15,0.4,24/03/2023,6,G,3,27,0,1
52,20,T,TEMP-2,9,A,1,A,3,41,12.41,18.32,28.76,0.33,24/03/2023,6,G,3,24,0,1
51,20,T,TEMP-2,9,A,1,A,3,38,12.16,19.13,30.47,0.43,20/03/2023,5,F,3,23,0,1
50,20,T,TEMP-2,9,A,1,A,3,39,11.57,16.8,29.62,0.38,20/03/2023,5,F,3,,0,1
51,20,T,TEMP-2,9,A,1,A,3,37,12.52,16.36,28.42,0.3,16/03/2023,4,E,2,,0,1
52,20,T,TEMP-2,9,A,1,A,3,38,11.88,16.76,28.29,0.39,16/03/2023,4,E,2,,0,1
52,20,T,TEMP-2,9,A,1,A,3,39,11.38,17.21,28.19,0.36,20/03/2023,5,F,3,,0,1
50,20,T,TEMP-2,9,A,1,A,3,37,11.73,16.57,26.9,0.33,16/03/2023,4,E,2,,0,1
49,20,T,TEMP-2,9,A,1,A,3,38,13.28,13.64,26.49,0.41,20/03/2023,5,F,3,,0,1
51,20,T,TEMP-2,9,A,1,A,3,35,10.29,15.34,25.14,0.27,12/03/2023,3,D,2,,0,1
49,20,T,TEMP-2,9,A,1,A,3,37,12.47,12.33,24.82,0.36,16/03/2023,4,E,2,,0,1
52,20,T,TEMP-2,9,A,1,A,3,35,9.87,15.25,24.79,0.24,12/03/2023,3,D,2,,0,1
50,20,T,TEMP-2,9,A,1,A,3,35,10.52,14.27,23.56,0.27,12/03/2023,3,D,2,,0,1
51,20,T,TEMP-2,9,A,1,A,3,33,9.84,14.74,22.73,0.17,08/03/2023,2,C,1,,0,1
49,20,T,TEMP-2,9,A,1,A,3,33,10.65,14.03,22.68,0.16,08/03/2023,2,C,1,,0,1
52,20,T,TEMP-2,9,A,1,A,3,33,10,11.58,21.55,0.18,08/03/2023,2,C,1,,0,1
49,20,T,TEMP-2,9,A,1,A,3,35,9.81,11.57,20.46,0.21,12/03/2023,3,D,2,,0,1
51,20,T,TEMP-2,9,A,1,A,3,29,8.32,10.14,19.42,0.09,04/03/2023,1,B,1,,0,1
50,20,T,TEMP-2,9,A,1,A,3,32,9.54,9.12,18.25,0.15,08/03/2023,2,C,1,,0,1
52,20,T,TEMP-2,9,A,1,A,3,30,7.91,11.04,17.36,0.08,04/03/2023,1,B,1,,0,1
50,20,T,TEMP-2,9,A,1,A,3,30,7.92,9.55,17.24,0.09,04/03/2023,1,B,1,,0,1
49,20,T,TEMP-2,9,A,1,A,3,30,7.42,7.92,15.62,0.07,04/03/2023,1,B,1,,0,1
52,20,T,TEMP-2,9,A,1,A,3,27,6.48,8.8,15.22,0.05,28/02/2023,0,A,0,,0,1
50,20,T,TEMP-2,9,A,1,A,3,27,6.15,8.36,14.67,0.04,28/02/2023,0,A,0,,0,1
51,20,T,TEMP-2,9,A,1,A,3,27,6.1,8.39,13.98,0.04,28/02/2023,0,A,0,,0,1
49,20,T,TEMP-2,9,A,1,A,3,27,6.15,7.08,13.33,0.03,28/02/2023,0,A,0,,0,1
114,21,U,TEMP-3,11,B,2,B,1,40,11.44,15.79,26.69,0.35,20/03/2023,5,F,3,21,0,1
113,21,U,TEMP-3,11,B,2,B,1,40,11.57,16.18,26.18,0.29,16/03/2023,4,E,2,17,0,1
114,21,U,TEMP-3,11,B,2,B,1,37,9.98,15.71,25.68,0.25,12/03/2023,3,D,2,,0,1
114,21,U,TEMP-3,11,B,2,B,1,39,11.86,14.3,26.37,0.32,16/03/2023,4,E,2,,0,1
114,21,U,TEMP-3,11,B,2,B,1,34,8.99,12.92,21.54,0.19,08/03/2023,2,C,1,,0,1
113,21,U,TEMP-3,11,B,2,B,1,33,9.88,11.19,19.7,0.13,08/03/2023,2,C,1,,0,1
114,21,U,TEMP-3,11,B,2,B,1,29,7.32,10.24,16.95,0.07,04/03/2023,1,B,1,,0,1
113,21,U,TEMP-3,11,B,2,B,1,30,7.75,10.13,17.98,0.07,04/03/2023,1,B,1,,0,1
113,21,U,TEMP-3,11,B,2,B,1,36,9.91,10.02,23.51,0.21,12/03/2023,3,D,2,,0,1
115,21,U,TEMP-3,11,B,2,B,1,27,6.07,9.24,15.04,0.03,28/02/2023,0,A,0,,0,1
116,21,U,TEMP-3,11,B,2,B,1,27,5.63,9.14,14.52,0.04,28/02/2023,0,A,0,,0,1
113,21,U,TEMP-3,11,B,2,B,1,27,5.24,8.6,14.55,0.04,28/02/2023,0,A,0,,0,1
114,21,U,TEMP-3,11,B,2,B,1,27,5.73,8.43,14.85,0.03,28/02/2023,0,A,0,,0,1
115,21,U,TEMP-3,11,B,2,B,1,29,,,,,04/03/2023,1,B,,,1,0
115,21,U,TEMP-3,11,B,2,B,1,,,,,,08/03/2023,2,C,,,1,
115,21,U,TEMP-3,11,B,2,B,1,,,,,,12/03/2023,3,D,,,1,
115,21,U,TEMP-3,11,B,2,B,1,,,,,,16/03/2023,4,E,,,1,
116,21,U,TEMP-3,11,B,2,B,1,29,,,,,04/03/2023,1,B,,,1,0
116,21,U,TEMP-3,11,B,2,B,1,,,,,,08/03/2023,2,C,,,1,
116,21,U,TEMP-3,11,B,2,B,1,,,,,,12/03/2023,3,D,,,1,
116,21,U,TEMP-3,11,B,2,B,1,,,,,,16/03/2023,4,E,,,1,
31,22,V,TEMP-2,20,C,3,C,4,41,12.18,18.12,29.77,0.37,20/03/2023,5,F,3,21,0,1
30,22,V,TEMP-2,20,C,3,C,4,39,11.59,17.28,28.66,0.32,20/03/2023,5,F,3,21,0,1
29,22,V,TEMP-2,20,C,3,C,4,39,11.65,16.25,27.82,0.3,20/03/2023,5,F,3,21,0,1
31,22,V,TEMP-2,20,C,3,C,4,38,11.06,18.35,29.4,0.38,16/03/2023,4,E,2,,0,1
29,22,V,TEMP-2,20,C,3,C,4,39,10.77,17.36,28.4,0.29,16/03/2023,4,E,2,,0,1
32,22,V,TEMP-2,20,C,3,C,4,38,11.23,17.73,27.37,0.34,16/03/2023,4,E,2,,0,1
30,22,V,TEMP-2,20,C,3,C,4,37,10.89,15.97,27.08,0.3,16/03/2023,4,E,2,,0,1
29,22,V,TEMP-2,20,C,3,C,4,37,10.91,17.1,26.86,0.29,12/03/2023,3,D,2,,0,1
32,22,V,TEMP-2,20,C,3,C,4,36,10.65,16.16,26.79,0.31,12/03/2023,3,D,2,,0,1
30,22,V,TEMP-2,20,C,3,C,4,37,10.48,14.94,25.63,0.3,12/03/2023,3,D,2,,0,1
